domain	utterance	seqlogical
weather	will it rain this monday	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this monday ] ]
weather	Is it the right weather for surfboarding today?	[IN:UNSUPPORTED_WEATHER Is it the right weather for surfboarding today ? ]
weather	I want the weekend weather report	[IN:GET_WEATHER I want the [SL:DATE_TIME weekend ] weather report ]
weather	is waikiki getting rain tomorrow	[IN:GET_WEATHER is [SL:LOCATION waikiki ] getting [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ]
weather	How will be the weather at night?	[IN:GET_WEATHER How will be the weather [SL:DATE_TIME at night ] ? ]
weather	Show me the weather for the next 3 days	[IN:GET_WEATHER Show me the weather [SL:DATE_TIME for the next 3 days ] ]
weather	Where are tornadoes most common	[IN:UNSUPPORTED_WEATHER Where are tornadoes most common ]
weather	How cold is it right now	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it right now ]
weather	Is it going to be above 95 in degrees Celcius outside tonight	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 95 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Celcius ] outside [SL:DATE_TIME tonight ] ]
weather	is it going to rain next week	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME next week ] ]
weather	Is there going to be windy today?	[IN:GET_WEATHER Is there going to be [SL:WEATHER_ATTRIBUTE windy ] [SL:DATE_TIME today ] ? ]
weather	What temperature is it today?	[IN:GET_WEATHER What temperature is it [SL:DATE_TIME today ] ? ]
weather	Weather forecast please.	[IN:GET_WEATHER Weather forecast please . ]
weather	What's the dew point right now	[IN:GET_WEATHER What 's the [SL:WEATHER_ATTRIBUTE dew point ] right now ]
weather	What's the low for today?	[IN:GET_WEATHER What 's the low [SL:DATE_TIME for today ] ? ]
weather	Let me see the expected weather for this weekend	[IN:GET_WEATHER Let me see the expected weather for [SL:DATE_TIME this weekend ] ]
weather	is raining right now	[IN:GET_WEATHER is [SL:WEATHER_ATTRIBUTE raining ] right now ]
weather	How is the weather in London.	[IN:GET_WEATHER How is the weather in [SL:LOCATION London ] . ]
weather	are there any weather alerts in my area	[IN:GET_WEATHER are there any weather alerts in [SL:LOCATION my area ] ]
weather	Should I bring a jacket?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE jacket ] ? ]
weather	How low will the temperature be today?	[IN:GET_WEATHER How low will the temperature be [SL:DATE_TIME today ] ? ]
weather	Can you give me the weather forecast for this Saturday?	[IN:GET_WEATHER Can you give me the weather forecast [SL:DATE_TIME for this Saturday ] ? ]
weather	what is the weather forecast for July 3rd in New York?	[IN:GET_WEATHER what is the weather forecast [SL:DATE_TIME for July 3rd ] in [SL:LOCATION New York ] ? ]
weather	Last tornado to hit my area	[IN:UNSUPPORTED_WEATHER Last [SL:WEATHER_ATTRIBUTE tornado ] to hit [SL:LOCATION my area ] ]
weather	Will it rain on my way to Saint Louis on Thursday?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] on my way to [SL:LOCATION Saint Louis ] [SL:DATE_TIME on Thursday ] ? ]
weather	Is it raining in Orlando?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] in [SL:LOCATION Orlando ] ? ]
weather	What time does the sun rise	[IN:GET_SUNRISE What time does the sun rise ]
weather	What's the current weather in Florida?	[IN:GET_WEATHER What 's the current weather in [SL:LOCATION Florida ] ? ]
weather	How much rain is expected in New Orleans?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] is expected in [SL:LOCATION New Orleans ] ? ]
weather	is it gonna rain	[IN:GET_WEATHER is it gonna [SL:WEATHER_ATTRIBUTE rain ] ]
weather	will it rain today	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ]
weather	Will I need a raincoat?	[IN:GET_WEATHER Will I need a [SL:WEATHER_ATTRIBUTE raincoat ] ? ]
weather	is it going to rain	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] ]
weather	will it snow in mount vernon tomorrow	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE snow ] in [SL:LOCATION mount vernon ] [SL:DATE_TIME tomorrow ] ]
weather	What was the temperature at 5am today?	[IN:GET_WEATHER What was the temperature [SL:DATE_TIME at 5 am today ] ? ]
weather	Is it going to be hot enough today to wear shorts	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE hot ] enough [SL:DATE_TIME today ] to wear [SL:WEATHER_ATTRIBUTE shorts ] ]
weather	Tell me about the weather at 2pm.	[IN:GET_WEATHER Tell me about the weather [SL:DATE_TIME at 2 pm ] . ]
weather	Is it cloudy today?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE cloudy ] [SL:DATE_TIME today ] ? ]
weather	Is it going to rain next Tuesday?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME next Tuesday ] ? ]
weather	Will it rain later today?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] later [SL:DATE_TIME today ] ? ]
weather	What should I wear today	[IN:GET_WEATHER What should I wear [SL:DATE_TIME today ] ]
weather	I need the weather for Sri Lanka.	[IN:GET_WEATHER I need the weather for [SL:LOCATION Sri Lanka ] . ]
weather	what will the weather be like in the morning for the next three days	[IN:GET_WEATHER what will the weather be like [SL:DATE_TIME in the morning for the next three days ] ]
weather	will it be raining most of the day?	[IN:GET_WEATHER will it be [SL:WEATHER_ATTRIBUTE raining ] most of the [SL:DATE_TIME day ] ? ]
weather	Is it going to rain in Cherokee, NC tomorrow?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION Cherokee , NC ] [SL:DATE_TIME tomorrow ] ? ]
weather	do i need umbrella today?	[IN:GET_WEATHER do i need [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME today ] ? ]
weather	Forecast for one hour	[IN:GET_WEATHER Forecast [SL:DATE_TIME for one hour ] ]
weather	What is the temperature in Tokyo?	[IN:GET_WEATHER What is the temperature in [SL:LOCATION Tokyo ] ? ]
weather	What weather will it be in Ireland at 4pm?	[IN:GET_WEATHER What weather will it be in [SL:LOCATION Ireland ] [SL:DATE_TIME at 4 pm ] ? ]
weather	Weather for Australia please	[IN:GET_WEATHER Weather for [SL:LOCATION Australia ] please ]
weather	DO I NEED TO PACK A JACKET FOR MY TRIP TO SEATTLE TOMORROW?	[IN:GET_WEATHER DO I NEED TO PACK A [SL:WEATHER_ATTRIBUTE JACKET ] FOR MY TRIP TO [SL:LOCATION SEATTLE ] [SL:DATE_TIME TOMORROW ] ? ]
weather	should i wear a warm jacket today	[IN:GET_WEATHER should i wear a [SL:WEATHER_ATTRIBUTE warm jacket ] [SL:DATE_TIME today ] ]
weather	what's in the forecast for today	[IN:GET_WEATHER what 's in the forecast [SL:DATE_TIME for today ] ]
weather	Will I need to bring a raincoat?	[IN:GET_WEATHER Will I need to bring a [SL:WEATHER_ATTRIBUTE raincoat ] ? ]
weather	Tell me how it is outside right now?	[IN:GET_WEATHER Tell me how it is outside right now ? ]
weather	What is the relative humidity?	[IN:GET_WEATHER What is the relative [SL:WEATHER_ATTRIBUTE humidity ] ? ]
weather	Temperature chicago tomorrow morning C	[IN:GET_WEATHER Temperature [SL:LOCATION chicago ] [SL:DATE_TIME tomorrow morning ] [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	Tell me about weather for Monday afternoon	[IN:GET_WEATHER Tell me about weather [SL:DATE_TIME for Monday afternoon ] ]
weather	At what time today do we have a greater than 50% chance of rain	[IN:GET_WEATHER At what time [SL:DATE_TIME today ] do we have a greater than 50 % chance of [SL:WEATHER_ATTRIBUTE rain ] ]
weather	is it going to rain next week?	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME next week ] ? ]
weather	is it raining?	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE raining ] ? ]
weather	will the weather clear up by Sunday?	[IN:GET_WEATHER will the weather [SL:WEATHER_ATTRIBUTE clear ] up [SL:DATE_TIME by Sunday ] ? ]
weather	What is the temperature on Monday	[IN:GET_WEATHER What is the temperature [SL:DATE_TIME on Monday ] ]
weather	Temperature outside tomorrow morning Fahrenheit	[IN:GET_WEATHER Temperature outside [SL:DATE_TIME tomorrow morning ] [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	Whats the weather like in the south of England?	[IN:GET_WEATHER Whats the weather like in the [SL:LOCATION south of England ] ? ]
weather	Will it rain on New Years Eve?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME on New Years Eve ] ? ]
weather	what is the weather in panama city beach at 12:00	[IN:GET_WEATHER what is the weather in [SL:LOCATION panama city beach ] [SL:DATE_TIME at 12 : 00 ] ]
weather	is there a hurricane in hawaii	[IN:GET_WEATHER is there a [SL:WEATHER_ATTRIBUTE hurricane ] in [SL:LOCATION hawaii ] ]
weather	What's the latest news on hurricane track?	[IN:GET_WEATHER What 's the [SL:DATE_TIME latest ] news on [SL:WEATHER_ATTRIBUTE hurricane ] track ? ]
weather	Is is the name of the hurricane?	[IN:UNSUPPORTED_WEATHER Is is the name of the [SL:WEATHER_ATTRIBUTE hurricane ] ? ]
weather	Is it likely to snow tomorrow?	[IN:GET_WEATHER Is it likely to [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME tomorrow ] ? ]
weather	What's the chance of rain?	[IN:GET_WEATHER What 's the chance of [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	Weather at 5pm please?	[IN:GET_WEATHER Weather [SL:DATE_TIME at 5 pm ] please ? ]
weather	What is the weather for Las Vegas today?	[IN:GET_WEATHER What is the weather for [SL:LOCATION Las Vegas ] [SL:DATE_TIME today ] ? ]
weather	What is the weather like in London?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION London ] ? ]
weather	What is the temperature for Key Biscayne tonight?	[IN:GET_WEATHER What is the temperature for [SL:LOCATION Key Biscayne ] [SL:DATE_TIME tonight ] ? ]
weather	How hot will it be tonight	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME tonight ] ]
weather	Will be snowy weather today at 3:00 P.M.?	[IN:GET_WEATHER Will be [SL:WEATHER_ATTRIBUTE snowy ] weather [SL:DATE_TIME today at 3 : 00 P.M . ] ? ]
weather	Will I need an umbrella for outside?	[IN:GET_WEATHER Will I need an [SL:WEATHER_ATTRIBUTE umbrella ] for outside ? ]
weather	Is it ok to go sailing today?	[IN:UNSUPPORTED_WEATHER Is it ok to go sailing today ? ]
weather	Check the weather for 6pm	[IN:GET_WEATHER Check the weather [SL:DATE_TIME for 6 pm ] ]
weather	Temperature out there Fahrenheit	[IN:GET_WEATHER Temperature [SL:LOCATION out there ] [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	Should I expect rain today?	[IN:GET_WEATHER Should I expect [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	is it supposed to rain this weekend	[IN:GET_WEATHER is it supposed to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this weekend ] ]
weather	Is it raining at home ?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] at [SL:LOCATION home ] ? ]
weather	I want to know what the water is like in Brisbane.	[IN:GET_WEATHER I want to know what the water is like in [SL:LOCATION Brisbane ] . ]
weather	is it jacket weather?	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE jacket ] weather ? ]
weather	What is the forecast for Monday?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME for Monday ] ? ]
weather	what is the high temperature for today	[IN:GET_WEATHER what is the high temperature [SL:DATE_TIME for today ] ]
weather	How hot is it dublin in C	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:LOCATION dublin ] in [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	how's the weather going to be at 2pm?	[IN:GET_WEATHER how 's the weather going to be [SL:DATE_TIME at 2 pm ] ? ]
weather	should I bring my umbrella	[IN:GET_WEATHER should I bring my [SL:WEATHER_ATTRIBUTE umbrella ] ]
weather	what are the consequences of climate change	[IN:UNSUPPORTED_WEATHER what are the consequences of climate change ]
weather	How warm is it this weekend karachi degree celcius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:DATE_TIME this weekend ] [SL:LOCATION karachi ] degree [SL:WEATHER_TEMPERATURE_UNIT celcius ] ]
weather	Will there be any winds today?	[IN:GET_WEATHER Will there be any [SL:WEATHER_ATTRIBUTE winds ] [SL:DATE_TIME today ] ? ]
weather	what's the weather going to be tomorrow	[IN:GET_WEATHER what 's the weather going to be [SL:DATE_TIME tomorrow ] ]
weather	What will the temperature be over the weekend?	[IN:GET_WEATHER What will the temperature be over the [SL:DATE_TIME weekend ] ? ]
weather	In Australia, what's the current forecast?	[IN:GET_WEATHER In [SL:LOCATION Australia ] , what 's the current forecast ? ]
weather	What does the weather look like for today?	[IN:GET_WEATHER What does the weather look like [SL:DATE_TIME for today ] ? ]
weather	What's the tempature outside next Tuesday	[IN:GET_WEATHER What 's the tempature outside [SL:DATE_TIME next Tuesday ] ]
weather	will there be flooding in new york city	[IN:GET_WEATHER will there be [SL:WEATHER_ATTRIBUTE flooding ] in [SL:LOCATION new york city ] ]
weather	What's New York, NY's weather	[IN:GET_WEATHER What 's [SL:LOCATION New York , NY ] 's weather ]
weather	Can you search for the weather on this  labour day ?	[IN:GET_WEATHER Can you search for the weather [SL:DATE_TIME on this labour day ] ? ]
weather	Can I get into the pool today?	[IN:GET_WEATHER Can I get into the pool [SL:DATE_TIME today ] ? ]
weather	Should I apply a sunscreen?	[IN:GET_WEATHER Should I apply a [SL:WEATHER_ATTRIBUTE sunscreen ] ? ]
weather	How hot is it near New York tomorrow degrees C	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it near [SL:LOCATION New York ] [SL:DATE_TIME tomorrow ] degrees [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	Let me know the weather in Scotland, please?	[IN:GET_WEATHER Let me know the weather in [SL:LOCATION Scotland ] , please ? ]
weather	Next month what is the weather like in China	[IN:GET_WEATHER [SL:DATE_TIME Next month ] what is the weather like in [SL:LOCATION China ] ]
weather	Will it rain tonight?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tonight ] ? ]
weather	can you predict the weather for september in Grand Cayman	[IN:GET_WEATHER can you predict the weather [SL:DATE_TIME for september ] in [SL:LOCATION Grand Cayman ] ]
weather	is it shorts weather this weekend	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE shorts ] weather [SL:DATE_TIME this weekend ] ]
weather	will it be windy today	[IN:GET_WEATHER will it be [SL:WEATHER_ATTRIBUTE windy ] [SL:DATE_TIME today ] ]
weather	What's the weather doing tonight?	[IN:GET_WEATHER What 's the weather doing [SL:DATE_TIME tonight ] ? ]
weather	Will it rain today?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	How many weeks until the weather begins to cool down?	[IN:GET_WEATHER How many weeks until the weather begins to [SL:WEATHER_ATTRIBUTE cool ] down ? ]
weather	how hot is it going to get today	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] is it going to get [SL:DATE_TIME today ] ]
weather	Is it cold outside ?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE cold ] outside ? ]
weather	Should I bring a jacket?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE jacket ] ? ]
weather	Is it very windy?	[IN:GET_WEATHER Is it very [SL:WEATHER_ATTRIBUTE windy ] ? ]
weather	When is the first snow expected in Boulder, CO this year	[IN:GET_WEATHER When is the first [SL:WEATHER_ATTRIBUTE snow ] expected in [SL:LOCATION Boulder , CO ] [SL:DATE_TIME this year ] ]
weather	Forecast for the weekend, please.	[IN:GET_WEATHER Forecast [SL:DATE_TIME for the weekend ] , please . ]
weather	Will I need a sweater?	[IN:GET_WEATHER Will I need a [SL:WEATHER_ATTRIBUTE sweater ] ? ]
weather	what's the weather going to be like in kauai for our trip	[IN:GET_WEATHER what 's the weather going to be like in [SL:LOCATION kauai ] for our trip ]
weather	how cold will it be tomorrow?	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE cold ] will it be [SL:DATE_TIME tomorrow ] ? ]
weather	What is the forecast for next week Thursday?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME for next week Thursday ] ? ]
weather	What is the forecast for Texas during the week of Sept 3rd to the 9th	[IN:GET_WEATHER What is the forecast for [SL:LOCATION Texas ] during the [SL:DATE_TIME week of Sept 3rd to the 9th ] ]
weather	What day will be the hottest?	[IN:GET_WEATHER What day will be the [SL:WEATHER_ATTRIBUTE hottest ] ? ]
weather	Is today going to be windy?	[IN:GET_WEATHER Is [SL:DATE_TIME today ] going to be [SL:WEATHER_ATTRIBUTE windy ] ? ]
weather	Is it going to be sunny today?	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME today ] ? ]
weather	Is it around 75 in degrees Celsius here tonight	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 75 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Celsius ] [SL:LOCATION here ] [SL:DATE_TIME tonight ] ]
weather	Is it going to be windy this weekend	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE windy ] [SL:DATE_TIME this weekend ] ]
weather	what is the temperature next Tuesday	[IN:GET_WEATHER what is the temperature [SL:DATE_TIME next Tuesday ] ]
weather	what's going on with the weather for Elizabeth today?	[IN:GET_WEATHER what 's going on with the weather for [SL:LOCATION Elizabeth ] [SL:DATE_TIME today ] ? ]
weather	What's the weather like in the West Coast in September	[IN:GET_WEATHER What 's the weather like in the [SL:LOCATION West Coast ] [SL:DATE_TIME in September ] ]
weather	how hot is normally around this normally	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] is normally around this normally ]
weather	How warm is it this weekend for New York in Fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:DATE_TIME this weekend ] for [SL:LOCATION New York ] in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	How hot is it in Seattle today in degree F	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it in [SL:LOCATION Seattle ] [SL:DATE_TIME today ] in degree [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	Give me the forecast for 3pm.	[IN:GET_WEATHER Give me the forecast [SL:DATE_TIME for 3 pm ] . ]
weather	How hot is it today?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME today ] ? ]
weather	How much rain today?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Can I go to the playground today ?	[IN:UNSUPPORTED_WEATHER Can I go to the playground today ? ]
weather	will i need a sweater	[IN:GET_WEATHER will i need a [SL:WEATHER_ATTRIBUTE sweater ] ]
weather	Hows the weather looking for Saturday?	[IN:GET_WEATHER Hows the weather looking [SL:DATE_TIME for Saturday ] ? ]
weather	Which direction is the wind today?	[IN:GET_WEATHER Which direction is the [SL:WEATHER_ATTRIBUTE wind ] [SL:DATE_TIME today ] ? ]
weather	WHAT IS THE TEMPERATURE OUTSIDE TODAY?	[IN:GET_WEATHER WHAT IS THE TEMPERATURE OUTSIDE [SL:DATE_TIME TODAY ] ? ]
weather	How high will the temperatures be in Texas this summer	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE high ] will the temperatures be in [SL:LOCATION Texas ] [SL:DATE_TIME this summer ] ]
weather	what the Christmas week end weather will be?	[IN:GET_WEATHER what the [SL:DATE_TIME Christmas week end ] weather will be ? ]
weather	Will I need a jacket all day tomorrow?	[IN:GET_WEATHER Will I need a [SL:WEATHER_ATTRIBUTE jacket ] [SL:DATE_TIME all day tomorrow ] ? ]
weather	Tell me the weather forecast for California for Tuesday afternoon	[IN:GET_WEATHER Tell me the weather forecast for [SL:LOCATION California ] [SL:DATE_TIME for Tuesday afternoon ] ]
weather	should i wear a jacket	[IN:GET_WEATHER should i wear a [SL:WEATHER_ATTRIBUTE jacket ] ]
weather	weather today	[IN:GET_WEATHER weather [SL:DATE_TIME today ] ]
weather	Is the hurricane projected to hit my town?	[IN:GET_WEATHER Is the [SL:WEATHER_ATTRIBUTE hurricane ] projected to hit [SL:LOCATION my town ] ? ]
weather	Is it sunny in London?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE sunny ] in [SL:LOCATION London ] ? ]
weather	Tell me the forecast for Stonehenge during the Summer Solstice	[IN:GET_WEATHER Tell me the forecast for [SL:LOCATION Stonehenge ] [SL:DATE_TIME during the Summer Solstice ] ]
weather	How does the weather look for the upcoming week?	[IN:GET_WEATHER How does the weather look [SL:DATE_TIME for the upcoming week ] ? ]
weather	Could I get the afternoon weather prediction for the next 3 days?	[IN:GET_WEATHER Could I get the [SL:DATE_TIME afternoon ] weather prediction [SL:DATE_TIME for the next 3 days ] ? ]
weather	What's the temperature in Celsius?	[IN:GET_WEATHER What 's the temperature in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	What is the high on Thursday?	[IN:GET_WEATHER What is the high [SL:DATE_TIME on Thursday ] ? ]
weather	How is christmas day's weather looking?	[IN:GET_WEATHER How is [SL:DATE_TIME christmas day ] 's weather looking ? ]
weather	Will I be hit by Tropical Storm Gert	[IN:UNSUPPORTED_WEATHER Will I be hit by [SL:WEATHER_ATTRIBUTE Tropical Storm ] Gert ]
weather	Should I bring a rain jacket to the game	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE rain jacket ] to the game ]
weather	Is there rain in the forecast for today?	[IN:GET_WEATHER Is there [SL:WEATHER_ATTRIBUTE rain ] in the forecast [SL:DATE_TIME for today ] ? ]
weather	How much rain will fall today in centimeters?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] will fall [SL:DATE_TIME today ] in centimeters ? ]
weather	How's the weather in Paris?	[IN:GET_WEATHER How 's the weather in [SL:LOCATION Paris ] ? ]
weather	What will the weather be in the half term holiday?	[IN:GET_WEATHER What will the weather be [SL:DATE_TIME in the half term holiday ] ? ]
weather	Tell me the weather for preston tomorrow afternoon.	[IN:GET_WEATHER Tell me the weather for [SL:LOCATION preston ] [SL:DATE_TIME tomorrow afternoon ] . ]
weather	how much rain fell today	[IN:GET_WEATHER how much [SL:WEATHER_ATTRIBUTE rain ] fell [SL:DATE_TIME today ] ]
weather	Is it going to be sunny next week?	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME next week ] ? ]
weather	is it going to rain this week	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this week ] ]
weather	I need to know the weather in Manila.	[IN:GET_WEATHER I need to know the weather in [SL:LOCATION Manila ] . ]
weather	what is the forecast for madison today	[IN:GET_WEATHER what is the forecast for [SL:LOCATION madison ] [SL:DATE_TIME today ] ]
weather	Should a bring an umbrella to Austin, TX this weekend?	[IN:GET_WEATHER Should a bring an [SL:WEATHER_ATTRIBUTE umbrella ] to [SL:LOCATION Austin , TX ] [SL:DATE_TIME this weekend ] ? ]
weather	How is the weather developing in Victoria?	[IN:GET_WEATHER How is the weather developing in [SL:LOCATION Victoria ] ? ]
weather	What's the weather like in Turkey?	[IN:GET_WEATHER What 's the weather like in [SL:LOCATION Turkey ] ? ]
weather	Wednesday's weather in philly	[IN:GET_WEATHER [SL:DATE_TIME Wednesday ] 's weather in [SL:LOCATION philly ] ]
weather	What should I pack for LA	[IN:GET_WEATHER What should I pack for [SL:LOCATION LA ] ]
weather	How much rain is expected?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] is expected ? ]
weather	what is the temp in hawaii?	[IN:GET_WEATHER what is the temp in [SL:LOCATION hawaii ] ? ]
weather	In Japan what's the weather like?	[IN:GET_WEATHER In [SL:LOCATION Japan ] what 's the weather like ? ]
weather	What's the weather gonna be like this afternoon?	[IN:GET_WEATHER What 's the weather gonna be like [SL:DATE_TIME this afternoon ] ? ]
weather	Is it foggy this morning	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE foggy ] [SL:DATE_TIME this morning ] ]
weather	What is the forecast this weekend coming?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME this weekend coming ] ? ]
weather	how long will the rain last	[IN:GET_WEATHER how long will the [SL:WEATHER_ATTRIBUTE rain ] last ]
weather	Is it snowing anywhere in the world today?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE snowing ] anywhere in the world [SL:DATE_TIME today ] ? ]
weather	What is the chance of rain in Buffalo, NY?	[IN:GET_WEATHER What is the chance of [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION Buffalo , NY ] ? ]
weather	how likely is it to rain today?	[IN:GET_WEATHER how likely is it to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	When is it supposed to rain?	[IN:GET_WEATHER When is it supposed to [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	How's the weather this week?	[IN:GET_WEATHER How 's the weather [SL:DATE_TIME this week ] ? ]
weather	What time will it get hot tomorrow?	[IN:GET_WEATHER What time will it get [SL:WEATHER_ATTRIBUTE hot ] [SL:DATE_TIME tomorrow ] ? ]
weather	when is it going to stop raining	[IN:GET_WEATHER when is it going to stop [SL:WEATHER_ATTRIBUTE raining ] ]
weather	Is it supposed to be nice today?	[IN:GET_WEATHER Is it supposed to be [SL:WEATHER_ATTRIBUTE nice ] [SL:DATE_TIME today ] ? ]
weather	Can you give me the weather for chicago?	[IN:GET_WEATHER Can you give me the weather for [SL:LOCATION chicago ] ? ]
weather	will there be clear skies today?	[IN:GET_WEATHER will there be [SL:WEATHER_ATTRIBUTE clear ] skies [SL:DATE_TIME today ] ? ]
weather	what's the low today?	[IN:GET_WEATHER what 's the low [SL:DATE_TIME today ] ? ]
weather	what is the weather forecast today	[IN:GET_WEATHER what is the weather forecast [SL:DATE_TIME today ] ]
weather	should i bring a sweater with me	[IN:GET_WEATHER should i bring a [SL:WEATHER_ATTRIBUTE sweater ] with me ]
weather	What city in the US has the best weather all year round	[IN:GET_WEATHER What city in the [SL:LOCATION US ] has the best weather [SL:DATE_TIME all year ] round ]
weather	Can you tell me what the weather is like in Barcelona.	[IN:GET_WEATHER Can you tell me what the weather is like in [SL:LOCATION Barcelona ] . ]
weather	what is the today's weather forecast in chicago city	[IN:GET_WEATHER what is the [SL:DATE_TIME today ] 's weather forecast in [SL:LOCATION chicago ] city ]
weather	What's the weather like in Sydney?	[IN:GET_WEATHER What 's the weather like in [SL:LOCATION Sydney ] ? ]
weather	Weather in Germany?	[IN:GET_WEATHER Weather in [SL:LOCATION Germany ] ? ]
weather	Is it above 7 Celsius for Sao Paulo this weekend	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 7 ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] for [SL:LOCATION Sao Paulo ] [SL:DATE_TIME this weekend ] ]
weather	What time is the sunset?	[IN:GET_SUNSET What time is the sunset ? ]
