domain	utterance	seqlogical
reminder	Remind me to email Susan Jackson the menu tomorrow at 1:30 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Susan Jackson ] [SL:CONTENT_EXACT the menu ] ] ] [SL:DATE_TIME tomorrow at 1 : 30 pm ] . ]
reminder	Remind me at 3 pm to email Tom about the details of the meeting next Tuesday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME at 3 pm ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Tom ] about [SL:CONTENT_EXACT [IN:GET_EVENT the details of [SL:CATEGORY_EVENT the meeting ] [SL:DATE_TIME next Tuesday ] ] ] ] ] . ]
reminder	How many reminders are scheduled for tomorrow?	[IN:GET_REMINDER_AMOUNT How many reminders are scheduled [SL:DATE_TIME for tomorrow ] ? ]
reminder	Get rid of all the alerts to my brother	[IN:DELETE_REMINDER Get rid of [SL:AMOUNT all ] the alerts to [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] ]
reminder	Change the time of my last reminder	[IN:UPDATE_REMINDER Change the time of [SL:PERSON_REMINDED my ] [SL:ORDINAL last ] reminder ]
reminder	Remind me to email Lara about her business attire tomorrow at 5 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Lara ] about [SL:CONTENT_EXACT her business attire ] ] ] [SL:DATE_TIME tomorrow at 5 pm ] . ]
reminder	Update Friday's group reminder to say BYOB	[IN:UPDATE_REMINDER_TODO Update [SL:DATE_TIME Friday ] 's [SL:PERSON_REMINDED group ] reminder to say [SL:TODO_NEW BYOB ] ]
reminder	How do I see all my reminders for next year?	[IN:HELP_REMINDER How do I see all my reminders for next year ? ]
reminder	Can you remind my husband to go shopping?	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:TODO go shopping ] ? ]
reminder	Add walking the dog reminder to my chores list.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW walking the dog ] reminder to [SL:PERSON_REMINDED my ] [SL:TODO chores ] list . ]
reminder	Find all of my kids reminders from three weeks ago	[IN:GET_REMINDER Find [SL:AMOUNT all ] of [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION kids ] ] ] reminders [SL:DATE_TIME from three weeks ago ] ]
reminder	Remind me to email all my income statements to the mortgage lender	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTENT_EXACT all my income statements ] to [SL:RECIPIENT the mortgage lender ] ] ] ]
reminder	Add pick up Ben's birthday cake to my errand reminders for tomorrow.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW pick up Ben 's birthday cake ] to [SL:PERSON_REMINDED my ] [SL:TODO errand ] reminders [SL:DATE_TIME for tomorrow ] . ]
reminder	how many reminders do I have set for August 30?	[IN:GET_REMINDER_AMOUNT how many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for August 30 ] ? ]
reminder	Add Liz to the birthday reminder list for Sarah's surprise party	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Liz ] to the [SL:TODO birthday ] reminder list for [SL:TODO Sarah 's surprise party ] ]
reminder	Remind my brother about his interview on Friday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] about [SL:TODO his interview ] [SL:DATE_TIME on Friday ] . ]
reminder	Get all my husband reminders.	[IN:GET_REMINDER Get [SL:AMOUNT all ] [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] reminders . ]
reminder	Set reminder for grocery shopping to monthly instead of weekly.	[IN:UPDATE_REMINDER Set reminder for [SL:TODO grocery shopping ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY monthly ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY weekly ] ] ] . ]
reminder	Remind me to reply to Bamby that we can meet up for dinner on Friday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Bamby ] that [SL:CONTENT_EXACT we can meet up for dinner ] ] ] [SL:DATE_TIME on Friday ] . ]
reminder	Update my sales meeting reminders to be weekly	[IN:UPDATE_REMINDER Update [SL:PERSON_REMINDED my ] [SL:TODO sales meeting ] reminders to be [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] ]
reminder	Please remove my weekly reminder about choir practice and replace it with gym class.	[IN:UPDATE_REMINDER_TODO Please remove [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder about [SL:TODO choir practice ] and replace it with [SL:TODO_NEW gym class ] . ]
reminder	please update my work reminder for new meeting at 9 am every thursday now	[IN:UPDATE_REMINDER_TODO please update [SL:PERSON_REMINDED my ] [SL:TODO work ] reminder for [SL:TODO_NEW new meeting ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME at 9 am ] [SL:FREQUENCY every thursday ] ] ] now ]
reminder	change the bowling night reminder to sunday mornings	[IN:UPDATE_REMINDER change the [SL:TODO bowling night ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to sunday mornings ] ] ] ]
reminder	How many reminders do I have with AJ?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:TODO [IN:GET_TODO with [SL:ATTENDEE AJ ] ] ] ? ]
reminder	set an alert for tuesday at 6pm to message mike about the gathering	[IN:CREATE_REMINDER set an alert [SL:DATE_TIME for tuesday at 6 pm ] to [SL:TODO [IN:SEND_MESSAGE message [SL:RECIPIENT mike ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the gathering ] ] ] ] ] ]
reminder	Remind me about my dinner with my friend betty at 8pm	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] about [SL:TODO [IN:GET_TODO [SL:TODO my dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT betty ] ] ] ] ] [SL:DATE_TIME at 8 pm ] ]
reminder	Did I set a location for the concerts reminder	[IN:GET_REMINDER_LOCATION Did I set a location for the [SL:TODO concerts ] reminder ]
reminder	Give me the reminder for the name of the farm where Tanner is getting married.	[IN:GET_REMINDER_LOCATION Give [SL:PERSON_REMINDED me ] the reminder for the name of the farm where [SL:TODO Tanner is getting married ] . ]
reminder	How do I see my reminders?	[IN:HELP_REMINDER How do I see my reminders ? ]
reminder	how many reminders do I have set for Friday evening?	[IN:GET_REMINDER_AMOUNT how many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for Friday evening ] ? ]
reminder	Remind me to send my email reply to Maddy tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE send [SL:SENDER my ] email reply to [SL:RECIPIENT Maddy ] ] ] [SL:DATE_TIME tonight ] . ]
reminder	i don’t remember where is the concert can you check the reminder	[IN:GET_REMINDER_LOCATION i don’t remember where is [SL:TODO the concert ] can you check the reminder ]
reminder	How many PM reminders are scheduled for cooking?	[IN:GET_REMINDER_AMOUNT How many [SL:DATE_TIME PM ] reminders are scheduled for [SL:TODO cooking ] ? ]
reminder	Please give me the locations of my next three reminders on Friday September 5th 2018 so I might get directions to each.	[IN:GET_REMINDER_LOCATION Please give me the locations of [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] [SL:AMOUNT three ] reminders [SL:DATE_TIME on Friday September 5th 2018 ] so I might get directions to each . ]
reminder	How many reminders are listed this week for school?	[IN:GET_REMINDER_AMOUNT How many reminders are listed [SL:DATE_TIME this week ] for [SL:TODO school ] ? ]
reminder	add chey to daycare reminder on tuesday	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED chey ] to [SL:TODO daycare ] reminder [SL:DATE_TIME on tuesday ] ]
reminder	Where do most of my reminders take place?	[IN:GET_REMINDER_LOCATION Where do most of [SL:PERSON_REMINDED my ] reminders take place ? ]
reminder	Remind me to reply to Eleanor about her project idea at 10 am tomorrow morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Eleanor ] about [SL:CONTENT_EXACT her project idea ] ] ] [SL:DATE_TIME at 10 am tomorrow morning ] . ]
reminder	Where is the location for my meeting reminder?	[IN:GET_REMINDER_LOCATION Where is the location for [SL:PERSON_REMINDED my ] [SL:TODO meeting ] reminder ? ]
reminder	How do I find reminders for homework due dates	[IN:HELP_REMINDER How do I find reminders for homework due dates ]
reminder	Remind me to send Enrichment emails to teachers on Monday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:CONTENT_EXACT Enrichment ] emails to [SL:RECIPIENT [IN:GET_CONTACT [SL:JOB teachers ] ] ] ] ] [SL:DATE_TIME on Monday ] ]
reminder	show me the reminder for the theater night with co-workers next month	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:PERSON_REMINDED me ] the reminder for [SL:TODO [IN:GET_TODO [SL:TODO the theater night ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:MUTUAL_EMPLOYER co - workers ] ] ] ] ] [SL:DATE_TIME next month ] ]
reminder	include my sister on the reminder for mom's birthday	[IN:UPDATE_REMINDER include [SL:PERSON_REMINDED_ADDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] on the reminder for [SL:TODO mom 's birthday ] ]
reminder	Remind me to reply to my team's email by noon today.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT my team ] 's email ] ] [SL:DATE_TIME by noon today ] . ]
reminder	Remind me to email Market Research LTD about non-payment.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Market Research LTD ] about [SL:CONTENT_EXACT non - payment ] ] ] . ]
reminder	Set an alert that will remind me to email my coworkers about our new access code.	[IN:CREATE_REMINDER Set an alert that will remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT my coworkers ] about [SL:CONTENT_EXACT our new access code ] ] ] . ]
reminder	Remind me to answer Carla’s email to let her know I can’t attend her luncheon	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE answer [SL:RECIPIENT Carla ] ’s email to let her know [SL:CONTENT_EXACT I can’t attend her luncheon ] ] ] ]
reminder	Remind me of the dinner date with my cousin Adeola	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO [IN:GET_TODO [SL:TODO the dinner date ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION cousin ] [SL:CONTACT Adeola ] ] ] ] ] ]
reminder	remind me to reply to susan	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT susan ] ] ] ]
reminder	remove mom from tonight's reminder	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] from [SL:DATE_TIME tonight ] 's reminder ]
reminder	What reminders does my husband Mark have for this month	[IN:GET_REMINDER What reminders does [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] [SL:CONTACT Mark ] ] ] have [SL:DATE_TIME for this month ] ]
reminder	Help me make a reminder for my classes this semester.	[IN:HELP_REMINDER Help me make a reminder for my classes this semester . ]
reminder	Remind me to send reply to claire	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE send reply to [SL:RECIPIENT claire ] ] ] ]
reminder	I need to zip Eddie an email containing details about Tuesday's practice; please remind me every half hour until 11pm.	[IN:CREATE_REMINDER I need to [SL:TODO [IN:SEND_MESSAGE zip [SL:RECIPIENT Eddie ] an email containing details about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:DATE_TIME Tuesday ] 's [SL:CATEGORY_EVENT practice ] ] ] ] ] ; please remind [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every half hour ] [SL:DATE_TIME until 11 pm ] ] ] . ]
reminder	Remind me to reply to Justin's text message by Thursday and let him know that I won't be attending the graduation party.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Justin ] 's text message ] ] [SL:DATE_TIME by Thursday ] and [SL:TODO let him know that I won't be attending the graduation party ] ] ] . ]
reminder	How do I view all of my social engagement reminders?	[IN:HELP_REMINDER How do I view all of my social engagement reminders ? ]
reminder	Add Chris to the reminders for pool league this month.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Chris ] to the reminders for [SL:TODO pool league ] [SL:DATE_TIME this month ] . ]
reminder	remind me to respond to Jeffrey's email at 5pm	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE respond to [SL:RECIPIENT Jeffrey ] 's email ] ] [SL:DATE_TIME at 5 pm ] ]
reminder	Is there any way I can change the reminders dinner time to 5pm	[IN:HELP_REMINDER Is there any way I can change the reminders dinner time to 5 pm ]
reminder	How do I find my reminders for this month?	[IN:HELP_REMINDER How do I find my reminders for this month ? ]
reminder	Remind me to shoot an email to Theresa  about the meeting tonight	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE shoot an email to [SL:RECIPIENT Theresa ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the meeting ] ] ] ] ] [SL:DATE_TIME tonight ] ]
reminder	please remind me on Saturday at 9 am to leave Justin a message about the upcoming meeting on Monday	[IN:CREATE_REMINDER please remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME on Saturday at 9 am ] to [SL:TODO [IN:SEND_MESSAGE leave [SL:RECIPIENT Justin ] a message about [SL:CONTENT_EXACT [IN:GET_EVENT the upcoming [SL:CATEGORY_EVENT meeting ] [SL:DATE_TIME on Monday ] ] ] ] ] ]
reminder	Please show me reminders about lunch dates with my friends Sally and Diane	[IN:GET_REMINDER Please [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:PERSON_REMINDED me ] reminders about [SL:TODO [IN:GET_TODO [SL:TODO lunch dates ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friends ] [SL:CONTACT Sally ] ] ] and [SL:ATTENDEE Diane ] ] ] ]
reminder	Delete the reminders to email Mom about the party.	[IN:DELETE_REMINDER Delete the reminders to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the party ] ] ] ] ] . ]
reminder	Remind Uncle Max to feed the pets every day at 10am this week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Uncle ] [SL:CONTACT Max ] ] ] to [SL:TODO feed the pets ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every day ] [SL:DATE_TIME at 10 am this week ] ] ] . ]
reminder	remind me to text Kathy about the party.	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Kathy ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the party ] ] ] ] ] . ]
reminder	add Brad to the party reminder for mom and dad	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED Brad ] to the [SL:TODO party ] reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] and [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] ]
reminder	Delete the reminder to send a friend anniversary message to Maura on Facebook.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO [IN:SEND_MESSAGE send a [SL:CONTENT_EXACT friend anniversary ] message to [SL:RECIPIENT Maura ] on [SL:NAME_APP Facebook ] ] ] . ]
reminder	Add Bob to my reminder regarding employment.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Bob ] to [SL:PERSON_REMINDED my ] reminder regarding [SL:TODO employment ] . ]
reminder	Remind me to email Eva about dad's birthday celebration next week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Eva ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] 's [SL:CATEGORY_EVENT birthday celebration ] ] ] ] ] [SL:DATE_TIME next week ] . ]
reminder	Add Brian and Matt to all reminders involving steak dinner this month.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Brian ] and [SL:PERSON_REMINDED_ADDED Matt ] to [SL:AMOUNT all ] reminders involving [SL:TODO steak dinner ] [SL:DATE_TIME this month ] . ]
reminder	Set up a weekly reminder to email the team about updates on Friday Morning	[IN:CREATE_REMINDER Set up a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:GROUP the team ] about [SL:CONTENT_EXACT updates ] ] ] [SL:DATE_TIME on Friday Morning ] ] ] ]
reminder	Remind me to email Stephen about work conference.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Stephen ] about [SL:CONTENT_EXACT work conference ] ] ] . ]
reminder	add chris to the list of reminders for the party on tuesday	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED chris ] to the list of reminders for [SL:TODO the party ] [SL:DATE_TIME on tuesday ] ]
reminder	remind me the breakfast with my friend vicki please	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] [SL:TODO [IN:GET_TODO [SL:TODO the breakfast ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT vicki ] ] ] ] ] please ]
reminder	Please send my sister Donna a reminder tomorrow about Keith's surgery on Wednesday	[IN:CREATE_REMINDER Please send [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] [SL:CONTACT Donna ] ] ] a reminder [SL:DATE_TIME tomorrow ] about [SL:TODO [IN:GET_TODO [SL:TODO Keith 's surgery ] [SL:DATE_TIME on Wednesday ] ] ] ]
reminder	remind those invited to the event I'm hosting this week that the event begins at 6 pm	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED [IN:GET_EVENT_ATTENDEE those invited to the event [SL:ORGANIZER_EVENT I'm ] hosting [SL:DATE_TIME this week ] ] ] that [SL:TODO the event begins ] [SL:DATE_TIME at 6 pm ] ]
reminder	remove Steve from my group reminder for my party for mom and day	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED Steve ] from my [SL:PERSON_REMINDED group ] reminder for [SL:TODO my party for mom and day ] ]
reminder	Remove Gary from all reminders I have setup with him included.	[IN:UPDATE_REMINDER Remove [SL:PERSON_REMINDED_REMOVED Gary ] from [SL:AMOUNT all ] reminders I have setup with him included . ]
reminder	Can you add Tony to coming to 4 pm meeting in my reminder	[IN:UPDATE_REMINDER Can you add [SL:ATTENDEE_ADDED Tony ] to coming [SL:DATE_TIME to 4 pm ] [SL:TODO meeting ] in [SL:PERSON_REMINDED my ] reminder ]
reminder	Delete Ava on Parents group meeting reminder.	[IN:UPDATE_REMINDER Delete [SL:PERSON_REMINDED_REMOVED Ava ] on [SL:TODO Parents group meeting ] reminder . ]
reminder	change my meeting alert with kim to Lisa	[IN:UPDATE_REMINDER change [SL:PERSON_REMINDED my ] [SL:TODO meeting ] alert with [SL:ATTENDEE_REMOVED kim ] to [SL:ATTENDEE_ADDED Lisa ] ]
reminder	Change the reminder for John and not Tim.	[IN:UPDATE_REMINDER Change the reminder for [SL:PERSON_REMINDED_ADDED John ] and not [SL:PERSON_REMINDED_REMOVED Tim ] . ]
reminder	Can you remind me to send out my email marketing letter by Friday	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send out [SL:SENDER my ] email [SL:CONTENT_EXACT marketing letter ] ] ] [SL:DATE_TIME by Friday ] ]
reminder	remove Jim from our reminder for the party next wednesday	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED Jim ] from [SL:PERSON_REMINDED our ] reminder for [SL:TODO the party ] [SL:DATE_TIME next wednesday ] ]
reminder	Delete the reminder to send videos to Lisa on Kelly's accident.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO [IN:SEND_MESSAGE send [SL:TYPE_CONTENT videos ] to [SL:RECIPIENT Lisa ] on [SL:CONTENT_EXACT Kelly 's accident ] ] ] . ]
reminder	Set a reminder to email my coworkers by tonight.	[IN:CREATE_REMINDER Set a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:MUTUAL_EMPLOYER coworkers ] ] ] ] ] [SL:DATE_TIME by tonight ] . ]
reminder	set weekly reminder to email the test result to the cheer team saturday	[IN:CREATE_REMINDER set [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:CONTENT_EXACT the test result ] to [SL:GROUP the cheer team ] ] ] [SL:DATE_TIME saturday ] ] ] ]
reminder	Change the reminder to send an 'I love you' message to my sister on facebook from  the 19th to the 23rd.	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder to [SL:TODO [IN:SEND_MESSAGE send an ' [SL:CONTENT_EXACT I love you ] ' message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] on [SL:NAME_APP facebook ] ] ] [SL:DATE_TIME from the 19th ] [SL:DATE_TIME_NEW to the 23rd ] . ]
reminder	Remind me to send flowers to my wife on her birthday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO send flowers to my wife ] [SL:DATE_TIME [IN:GET_BIRTHDAY on [SL:CONTACT her ] birthday ] ] . ]
reminder	I need to reply to Billy about Sarah's baby shower; can you remind me in 3 days?	[IN:CREATE_REMINDER I need to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Billy ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT Sarah ] 's [SL:CATEGORY_EVENT baby shower ] ] ] ] ] ; can you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in 3 days ] ? ]
reminder	Remind me to send an email to all IT group members that the team building excursion will be canceled due to bad weather at 2:00 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send an email to all [SL:GROUP IT ] group members that [SL:CONTENT_EXACT the team building excursion will be canceled due to bad weather ] ] ] [SL:DATE_TIME at 2 : 00 pm ] . ]
reminder	Add James to my bachelor party reminder.	[IN:UPDATE_REMINDER Add [SL:ATTENDEE_ADDED James ] to [SL:PERSON_REMINDED my ] [SL:TODO bachelor party ] reminder . ]
reminder	Cancel the reminder about dinner with my younger sister this Saturday night.	[IN:DELETE_REMINDER Cancel the reminder about [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:AGE younger ] [SL:TYPE_RELATION sister ] ] ] ] ] [SL:DATE_TIME this Saturday night ] . ]
reminder	Update my reminder for my meeting with Mary Spear to include Linda Adams and Pam Morgan.	[IN:UPDATE_REMINDER Update [SL:PERSON_REMINDED my ] reminder for [SL:TODO my meeting ] with [SL:ATTENDEE Mary Spear ] to include [SL:ATTENDEE_ADDED Linda Adams ] and [SL:ATTENDEE_ADDED Pam Morgan ] . ]
reminder	Remind me to reply to Jim about our lunch meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Jim ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT our ] [SL:CATEGORY_EVENT lunch meeting ] ] ] ] ] ]
