domain	utterance	seqlogical
reminder	Show me the reminders for the Class Reunion planning group	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me the reminders for the [SL:PERSON_REMINDED Class Reunion planning ] group ]
reminder	Delete my last five reminders.	[IN:DELETE_REMINDER Delete [SL:PERSON_REMINDED my ] [SL:ORDINAL last ] [SL:AMOUNT five ] reminders . ]
reminder	remove my daily alerts for taking pills	[IN:DELETE_REMINDER remove [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] alerts for [SL:TODO taking pills ] ]
reminder	Set a reminder to wake Sophia up every morning at 6 am.	[IN:CREATE_REMINDER Set a reminder to [SL:TODO wake Sophia up ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every morning ] [SL:DATE_TIME at 6 am ] ] ] . ]
reminder	Set a reminder 24 hours before my meeting with the new employees.	[IN:CREATE_REMINDER Set a reminder [SL:DATE_TIME 24 hours before ] [SL:PERSON_REMINDED my ] [SL:TODO [IN:GET_TODO [SL:TODO meeting ] with [SL:ATTENDEE the new employees ] ] ] . ]
reminder	Remind me to get my oil changed in my car every 4 months.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO get my oil changed in my car ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every 4 months ] ] ] . ]
reminder	Delete my reminders for this afternoon.	[IN:DELETE_REMINDER Delete [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME for this afternoon ] . ]
reminder	Please display all reminders for my daughter's graduation next month	[IN:GET_REMINDER Please [SL:METHOD_RETRIEVAL_REMINDER display ] [SL:AMOUNT all ] reminders for [SL:TODO my daughter 's graduation ] [SL:DATE_TIME next month ] ]
reminder	Delete my movie reminder for Saturday.	[IN:DELETE_REMINDER Delete [SL:PERSON_REMINDED my ] [SL:TODO movie ] reminder [SL:DATE_TIME for Saturday ] . ]
reminder	change reminder to 3	[IN:UPDATE_REMINDER_DATE_TIME change reminder [SL:DATE_TIME_NEW to 3 ] ]
reminder	remind stephanie about dinner at 630pm and set up an alert 15 minutes ahead of the time	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED stephanie ] about [SL:TODO [IN:GET_TODO [SL:TODO dinner ] [SL:DATE_TIME at 630 pm ] ] ] and set up an alert [SL:DATE_TIME 15 minutes ahead of the time ] ]
reminder	My project dead line is August 10 can you remind me?	[IN:CREATE_REMINDER [SL:TODO [IN:GET_TODO [SL:TODO My project dead line ] is [SL:DATE_TIME August 10 ] ] ] can you remind [SL:PERSON_REMINDED me ] ? ]
reminder	Delete anniversary reminder	[IN:DELETE_REMINDER Delete [SL:TODO anniversary ] reminder ]
reminder	Please remove my reminder to wash the dishes tomorrow morning.	[IN:DELETE_REMINDER Please remove [SL:PERSON_REMINDED my ] reminder to [SL:TODO wash the dishes ] [SL:DATE_TIME tomorrow morning ] . ]
reminder	Until the 5th of March, please remind me every day at 1pm, of my wedding anniversary.	[IN:CREATE_REMINDER [SL:DATE_TIME Until the 5th of March ] , please remind [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every day ] [SL:DATE_TIME at 1 pm ] ] ] , of [SL:TODO my wedding anniversary ] . ]
reminder	Set reminder for tomorrow night's party at 6.	[IN:CREATE_REMINDER Set reminder for [SL:TODO [IN:GET_TODO [SL:DATE_TIME tomorrow night ] 's [SL:TODO party ] ] ] [SL:DATE_TIME at 6 ] . ]
reminder	Are there any reminders for tomorrow	[IN:GET_REMINDER Are there any reminders [SL:DATE_TIME for tomorrow ] ]
reminder	Remove all reminders about the resin holders project	[IN:DELETE_REMINDER Remove [SL:AMOUNT all ] reminders about [SL:TODO the resin holders project ] ]
reminder	Where are the reminders for my pet training classes for all of next month	[IN:GET_REMINDER_LOCATION Where are the reminders for [SL:PERSON_REMINDED my ] [SL:TODO pet training classes ] [SL:DATE_TIME for all of next month ] ]
reminder	Remove the reminder about Ryan's birthday party on September 1.	[IN:DELETE_REMINDER Remove the reminder about [SL:TODO Ryan 's birthday party ] [SL:DATE_TIME on September 1 ] . ]
reminder	open prescription refill reminders for Xander	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER open ] [SL:TODO prescription refill ] reminders for [SL:PERSON_REMINDED Xander ] ]
reminder	Remind me by text about Fred's Birthday on 09/07 7 days prior	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] by text about [SL:TODO [IN:GET_TODO [SL:TODO Fred 's Birthday ] [SL:DATE_TIME on 09 / 07 ] ] ] [SL:DATE_TIME 7 days prior ] ]
reminder	Alerting me once probably isn't enough; can you remind me 2 hours before my appointment as well?	[IN:UPDATE_REMINDER_DATE_TIME Alerting [SL:PERSON_REMINDED me ] once probably isn't enough ; can you remind me [SL:DATE_TIME_NEW 2 hours before ] [SL:TODO my appointment ] as well ? ]
reminder	Change our date night reminder to this Saturday night at 7pm.	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED our ] [SL:TODO date night ] reminder [SL:DATE_TIME_NEW to this Saturday night at 7 pm ] . ]
reminder	Create a reminder to email work on Monday at 8am.	[IN:CREATE_REMINDER Create a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT work ] ] ] [SL:DATE_TIME on Monday at 8 am ] . ]
reminder	create a daily reminder at 4pm. to take all medications before eating	[IN:CREATE_REMINDER create a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder [SL:DATE_TIME at 4 pm ] . to [SL:TODO take all medications before eating ] ]
reminder	Cancel  my reminder about skiing on Saturday	[IN:DELETE_REMINDER Cancel [SL:PERSON_REMINDED my ] reminder about [SL:TODO skiing ] [SL:DATE_TIME on Saturday ] ]
reminder	when are my daily dog walk reminders	[IN:GET_REMINDER_DATE_TIME when are [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] [SL:TODO dog walk ] reminders ]
reminder	Show my reminder for uber pickup.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED my ] reminder for [SL:TODO uber pickup ] . ]
reminder	update reminder to 7:00	[IN:UPDATE_REMINDER_DATE_TIME update reminder [SL:DATE_TIME_NEW to 7 : 00 ] ]
reminder	Set up reminder to leave money for housekeeper every Friday at 1pm.	[IN:CREATE_REMINDER Set up reminder to [SL:TODO leave money for housekeeper ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every Friday ] [SL:DATE_TIME at 1 pm ] ] ] . ]
reminder	Remind Chuck to check his blood sugar everyday at 7 am and 7 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Chuck ] to [SL:TODO check his blood sugar ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY everyday ] [SL:DATE_TIME at 7 am ] and [SL:DATE_TIME 7 pm ] ] ] . ]
reminder	Cancel my reminder to buy dog food.	[IN:DELETE_REMINDER Cancel [SL:PERSON_REMINDED my ] reminder to [SL:TODO buy dog food ] . ]
reminder	Remind me Sunday night to put out the bulk trash for Monday morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME Sunday night ] to [SL:TODO [IN:GET_TODO [SL:TODO put out the bulk trash ] [SL:DATE_TIME for Monday morning ] ] ] . ]
reminder	Remind my wife that we need toilet paper	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION wife ] ] ] that [SL:TODO we need toilet paper ] ]
reminder	Delete the reminder to power wash the driveway next weekend.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO power wash the driveway ] [SL:DATE_TIME next weekend ] . ]
reminder	Tell me the reminders for dad's dental visits in October.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Tell ] [SL:PERSON_REMINDED me ] the reminders for [SL:TODO dad 's dental visits ] [SL:DATE_TIME in October ] . ]
reminder	Remind me weekly on Fridays at 10AM to go for a jog.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] [SL:DATE_TIME on Fridays at 10 AM ] ] ] to [SL:TODO go for a jog ] . ]
reminder	What are my scheduled reminders for Wednesday?	[IN:GET_REMINDER What are [SL:PERSON_REMINDED my ] scheduled reminders [SL:DATE_TIME for Wednesday ] ? ]
reminder	create a daily reminder to take my medicine starting this weekend	[IN:CREATE_REMINDER create a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder to [SL:TODO take my medicine ] starting [SL:DATE_TIME this weekend ] ]
reminder	what are all of my work reminders for the next week	[IN:GET_REMINDER what are [SL:AMOUNT all ] of [SL:PERSON_REMINDED my ] [SL:TODO work ] reminders [SL:DATE_TIME for the next week ] ]
reminder	Set a reminder to email Jan for work documents.	[IN:CREATE_REMINDER Set a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Jan ] for [SL:CONTENT_EXACT work documents ] ] ] . ]
reminder	Remind me to go dress shopping on Sunday rather than Saturday	[IN:UPDATE_REMINDER_DATE_TIME Remind [SL:PERSON_REMINDED me ] to [SL:TODO go dress shopping ] [SL:DATE_TIME_NEW on Sunday ] rather [SL:DATE_TIME than Saturday ] ]
reminder	I need to remember to water the yard this Thursday. Can you remind me Thursday morning?	[IN:CREATE_REMINDER I need to remember to [SL:TODO [IN:GET_TODO [SL:TODO water the yard ] [SL:DATE_TIME this Thursday ] ] ] . Can you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME Thursday morning ] ? ]
reminder	Make a note that I have a dentist appointment on August 13, remind me on August 12.	[IN:CREATE_REMINDER Make a note that I have [SL:TODO [IN:GET_TODO [SL:TODO a dentist appointment ] [SL:DATE_TIME on August 13 ] ] ] , remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME on August 12 ] . ]
reminder	Remind Mike while I am gone to feed the dogs in the morning at 6 and in the evening at 5	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Mike ] while I am gone to [SL:TODO [IN:GET_TODO [SL:TODO feed the dogs ] [SL:DATE_TIME in the morning at 6 ] and ] ] [SL:DATE_TIME in the evening at 5 ] ]
reminder	Remind me to check my job alerts every evening at 6pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO check my job alerts ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every ] [SL:DATE_TIME evening at 6 pm ] ] ] . ]
reminder	Get the reminder about the new venue for Yoga Group	[IN:GET_REMINDER Get the reminder about [SL:TODO the new venue for Yoga Group ] ]
reminder	Set a reminder for every 2 minutes	[IN:CREATE_REMINDER Set a reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME for [SL:FREQUENCY every 2 minutes ] ] ] ]
reminder	Please delete my weekly reminders for dance.	[IN:DELETE_REMINDER Please delete [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminders for [SL:TODO dance ] . ]
reminder	show the reminders	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] the reminders ]
reminder	rattle off my reminders from yesterday	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER rattle off ] [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME from yesterday ] ]
reminder	Please modify my To Do Alert to include mopping the floors and dusting the furniture.	[IN:UPDATE_REMINDER_TODO Please modify [SL:PERSON_REMINDED my ] [SL:TODO To Do ] Alert to include [SL:TODO_NEW mopping the floors ] and [SL:TODO_NEW dusting the furniture ] . ]
reminder	what reminders were on my schedule for last week	[IN:GET_REMINDER what reminders were on [SL:PERSON_REMINDED my ] schedule [SL:DATE_TIME for last week ] ]
reminder	please show me all of my monthly reminders	[IN:GET_REMINDER please [SL:METHOD_RETRIEVAL_REMINDER show ] me [SL:AMOUNT all ] of [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] reminders ]
reminder	Create a reminder for us to pull weeds from the garden on Sundays.	[IN:CREATE_REMINDER Create a reminder for [SL:PERSON_REMINDED us ] to [SL:TODO pull weeds from the garden ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY on Sundays ] ] ] . ]
reminder	Please reming me to pick up dog food every other month.	[IN:CREATE_REMINDER Please reming [SL:PERSON_REMINDED me ] to [SL:TODO pick up dog food ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every other month ] ] ] . ]
reminder	did i set up the reminder for the birthday dinner next Saturday?	[IN:GET_REMINDER did [SL:PERSON_REMINDED i ] set up the reminder for [SL:TODO the birthday dinner ] [SL:DATE_TIME next Saturday ] ? ]
reminder	Where is the location for my meeting reminder?	[IN:GET_REMINDER_LOCATION Where is the location for [SL:PERSON_REMINDED my ] [SL:TODO meeting ] reminder ? ]
reminder	clear all of my reminders	[IN:DELETE_REMINDER clear [SL:AMOUNT all ] of [SL:PERSON_REMINDED my ] reminders ]
reminder	Read all upcoming reminders to me	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Read ] [SL:AMOUNT all ] [SL:DATE_TIME upcoming ] reminders to me ]
reminder	set up a reminder for jack to walk the dog on saturday and sunday this week	[IN:CREATE_REMINDER set up a reminder for [SL:PERSON_REMINDED jack ] to [SL:TODO [IN:GET_TODO [SL:TODO walk the dog ] [SL:DATE_TIME on saturday ] and ] ] [SL:DATE_TIME sunday this week ] ]
reminder	Remove my reminder about tonight's dinner.	[IN:DELETE_REMINDER Remove [SL:PERSON_REMINDED my ] reminder about [SL:TODO [IN:GET_TODO [SL:DATE_TIME tonight ] 's [SL:TODO dinner ] ] ] . ]
reminder	Get all the reminders that i set about work last month	[IN:GET_REMINDER Get [SL:AMOUNT all ] the reminders that [SL:PERSON_REMINDED i ] set about [SL:TODO work ] [SL:DATE_TIME last month ] ]
reminder	Can I see the reminder about Craig's orientation?	[IN:GET_REMINDER Can [SL:PERSON_REMINDED I ] [SL:METHOD_RETRIEVAL_REMINDER see ] the reminder about [SL:TODO Craig 's orientation ] ? ]
reminder	Set up a recurring reminder on Fridays about the recycling	[IN:CREATE_REMINDER Set up a recurring reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY on Fridays ] ] ] about [SL:TODO the recycling ] ]
reminder	Set a reminder for every night.	[IN:CREATE_REMINDER Set a reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME for [SL:FREQUENCY every night ] ] ] . ]
reminder	Please change the alert time from 7 to 9 for my nail appointment	[IN:UPDATE_REMINDER_DATE_TIME Please change the alert time [SL:DATE_TIME from 7 ] [SL:DATE_TIME_NEW to 9 ] for [SL:PERSON_REMINDED my ] [SL:TODO nail appointment ] ]
reminder	Please delete all weekly reminders about taking Carla to practice.	[IN:DELETE_REMINDER Please delete [SL:AMOUNT all ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminders about [SL:TODO taking Carla to practice ] . ]
reminder	make a reminder alarm for an appointment on 3pm this tuesday please	[IN:CREATE_REMINDER make a reminder alarm for [SL:TODO [IN:GET_TODO [SL:TODO an appointment ] [SL:DATE_TIME on 3 pm this tuesday ] ] ] please ]
reminder	The reminder for Deidra's party was set for 2, I want it at 1 pm instead	[IN:UPDATE_REMINDER_DATE_TIME The reminder for [SL:TODO Deidra 's party ] was set [SL:DATE_TIME for 2 ] , I want it [SL:DATE_TIME_NEW at 1 pm ] instead ]
reminder	change the church meeting reminder from 4 to 5pm	[IN:UPDATE_REMINDER_DATE_TIME change the [SL:TODO church meeting ] reminder [SL:DATE_TIME from 4 ] [SL:DATE_TIME_NEW to 5 pm ] ]
reminder	Change the recycle reminder to weekly.	[IN:UPDATE_REMINDER Change the [SL:TODO recycle ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY weekly ] ] ] . ]
reminder	when is the reminder for Tiff party?	[IN:GET_REMINDER_DATE_TIME when is the reminder for [SL:TODO Tiff party ] ? ]
reminder	change the reminder for Jerilyn's birthday to be September 1 so I have time to ship	[IN:UPDATE_REMINDER_DATE_TIME change the reminder for [SL:TODO Jerilyn 's birthday ] to be [SL:DATE_TIME_NEW September 1 ] so I have time to ship ]
reminder	when is my first reminder for a meeting next week	[IN:GET_REMINDER_DATE_TIME when is [SL:PERSON_REMINDED my ] [SL:ORDINAL first ] reminder for [SL:TODO a meeting ] [SL:DATE_TIME next week ] ]
reminder	please show me all of my travel reminders.	[IN:GET_REMINDER please [SL:METHOD_RETRIEVAL_REMINDER show ] me [SL:AMOUNT all ] of [SL:PERSON_REMINDED my ] [SL:TODO travel ] reminders . ]
reminder	Change the reminder for the Farmers Market on Saturday from 11am to 7am.	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder for [SL:TODO the Farmers Market ] [SL:DATE_TIME on Saturday from 11 am ] [SL:DATE_TIME_NEW to 7 am ] . ]
reminder	Delete the reminder about e-mailing Nick's teacher.	[IN:DELETE_REMINDER Delete the reminder about [SL:TODO [IN:SEND_MESSAGE e - mailing [SL:RECIPIENT Nick 's teacher ] ] ] . ]
reminder	Read the reminders for Tim's medical appointments	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Read ] the reminders for [SL:TODO Tim 's medical appointments ] ]
reminder	Show me the reminder left regarding the housework.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] the reminder left regarding [SL:TODO the housework ] . ]
reminder	Show me all weekend reminders.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:AMOUNT all ] [SL:DATE_TIME weekend ] reminders . ]
reminder	Delete reminders for 4 a.m. wake up.	[IN:DELETE_REMINDER Delete reminders [SL:TODO [IN:GET_TODO [SL:DATE_TIME for 4 a.m ] . [SL:TODO wake up ] ] ] . ]
reminder	Tell me when I set this reminder	[IN:GET_REMINDER_DATE_TIME [SL:METHOD_RETRIEVAL_REMINDER Tell ] me when [SL:PERSON_REMINDED I ] set this reminder ]
reminder	I have an interview at 3pm. Remind me 20 minutes before.	[IN:CREATE_REMINDER I have [SL:TODO [IN:GET_TODO [SL:TODO an interview ] [SL:DATE_TIME at 3 pm ] ] ] . Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME 20 minutes before ] . ]
reminder	Can you change my physical therapy reminders to Tuesdays and Thursdays at 1:00?	[IN:UPDATE_REMINDER Can you change [SL:PERSON_REMINDED my ] [SL:TODO physical therapy ] reminders [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to Tuesdays ] and [SL:DATE_TIME Thursdays at 1 : 00 ] ] ] ? ]
reminder	Set up reminders for all my private students to arrive 15 minutes early.	[IN:CREATE_REMINDER Set up reminders for [SL:AMOUNT all ] [SL:PERSON_REMINDED my private students ] to [SL:TODO arrive ] [SL:DATE_TIME 15 minutes early ] . ]
reminder	I need to wash Joel scrubs before his shift tomorrow, will you remind me in the morning?	[IN:CREATE_REMINDER I need to [SL:TODO [IN:GET_TODO [SL:TODO wash Joel scrubs before his shift ] [SL:DATE_TIME tomorrow ] ] ] , will you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in the morning ] ? ]
reminder	what time is the alert for my Monday morning staff meetings.	[IN:GET_REMINDER_DATE_TIME what time is the alert for [SL:PERSON_REMINDED my ] [SL:TODO [IN:GET_TODO [SL:DATE_TIME Monday morning ] [SL:TODO staff meetings ] ] ] . ]
reminder	Setup a weekly reminder to email choir members regarding practise.	[IN:CREATE_REMINDER Setup a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT choir members ] regarding [SL:CONTENT_EXACT practise ] ] ] . ]
reminder	send my husband a reminder about our dinner plans on Friday night	[IN:CREATE_REMINDER send [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] a reminder about [SL:TODO our dinner plans ] [SL:DATE_TIME on Friday night ] ]
reminder	Open all reminders about tuition payments.	[IN:GET_REMINDER Open [SL:AMOUNT all ] reminders about [SL:TODO tuition payments ] . ]
reminder	I need to send party invites, set a reminder for tomorrow at 5 pm and alert my brother.	[IN:CREATE_REMINDER I need to [SL:TODO send party invites ] , set a reminder [SL:DATE_TIME for tomorrow at 5 pm ] and alert [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] . ]
reminder	What place did we book for my reminder about Scott birthday party	[IN:GET_REMINDER_LOCATION What place did we book for [SL:PERSON_REMINDED my ] reminder about [SL:TODO Scott birthday party ] ]
reminder	Show me next voice lesson reminder.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] [SL:ORDINAL next ] [SL:TODO voice lesson ] reminder . ]
reminder	Did I set a location for Jennifer's birthday party reminder	[IN:GET_REMINDER_LOCATION Did [SL:PERSON_REMINDED I ] set a location for [SL:TODO Jennifer 's birthday party ] reminder ]
reminder	Remind my son that he has basketball practice tomorrow at 2:00 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] that he has [SL:TODO basketball practice ] [SL:DATE_TIME tomorrow at 2 : 00 pm ] . ]
reminder	Find all reminders for the family group.	[IN:GET_REMINDER Find [SL:AMOUNT all ] reminders for the [SL:PERSON_REMINDED family ] group . ]
reminder	Create a reminder every two hours for the rest of the day to pack my gear for the trip tomorrow.	[IN:CREATE_REMINDER Create a reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every two hours ] [SL:DATE_TIME for the rest of the day ] ] ] to [SL:TODO [IN:GET_TODO [SL:TODO pack my gear for the trip ] [SL:DATE_TIME tomorrow ] ] ] . ]
reminder	Remind me to check the pool skimmer at noon for debris tomorrow.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO check the pool skimmer ] [SL:DATE_TIME at noon ] [SL:TODO for debris ] ] ] [SL:DATE_TIME tomorrow ] . ]
reminder	Can you remind me to put the trash out on Friday this week only?	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO put the trash out ] [SL:DATE_TIME on Friday this week ] ] ] only ? ]
reminder	Show me the reminder for the pharmacist	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] the reminder for [SL:TODO the pharmacist ] ]
reminder	Show me my upcoming reminders with the word school in them	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] upcoming reminders with the word [SL:TODO school ] in them ]
reminder	Change the remind time for our lunch meeting from 12 to 1	[IN:UPDATE_REMINDER_DATE_TIME Change the remind time for [SL:PERSON_REMINDED our ] [SL:TODO lunch meeting ] [SL:DATE_TIME from 12 ] [SL:DATE_TIME_NEW to 1 ] ]
reminder	Move all reminders about study group from Saturday morning to Sunday afternoon	[IN:UPDATE_REMINDER_DATE_TIME Move [SL:AMOUNT all ] reminders about [SL:TODO study group ] [SL:DATE_TIME from Saturday morning ] [SL:DATE_TIME_NEW to Sunday afternoon ] ]
reminder	Read the reminder for the veterinarian appointment with the dogs next Thursday	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Read ] the reminder for [SL:TODO the veterinarian appointment with the dogs ] [SL:DATE_TIME next Thursday ] ]
reminder	Remind me on Friday instead of Thursday to prepare for purchasing a car this weekend	[IN:UPDATE_REMINDER_DATE_TIME Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME_NEW on Friday ] instead [SL:DATE_TIME of Thursday ] to [SL:TODO prepare for purchasing a car ] [SL:DATE_TIME this weekend ] ]
reminder	When is my alert for Raf's birthday party?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] alert for [SL:TODO Raf 's birthday party ] ? ]
reminder	don't let me forget the Pre K meeting Monday at 4pm ,remind me 30mins before	[IN:CREATE_REMINDER don't let [SL:PERSON_REMINDED me ] forget [SL:TODO [IN:GET_TODO [SL:TODO the Pre K meeting ] [SL:DATE_TIME Monday at 4 pm ] ] ] , remind me [SL:DATE_TIME 30mins before ] ]
reminder	Update the time to 12:00 pm on  Back 2 school BBQ reminder	[IN:UPDATE_REMINDER_DATE_TIME Update the time to [SL:DATE_TIME_NEW 12 : 00 pm ] on [SL:TODO Back 2 school BBQ ] reminder ]
reminder	replace all reminders for art class to be on Sunday and not Saturday	[IN:UPDATE_REMINDER_DATE_TIME replace [SL:AMOUNT all ] reminders for [SL:TODO art class ] to be [SL:DATE_TIME_NEW on Sunday ] and not [SL:DATE_TIME Saturday ] ]
reminder	Can you tell me when my reminder is for Sarah's party?	[IN:GET_REMINDER_DATE_TIME Can you [SL:METHOD_RETRIEVAL_REMINDER tell ] me when [SL:PERSON_REMINDED my ] reminder is for [SL:TODO Sarah 's party ] ? ]
reminder	Set a reminder for 6:30 pm to set up a Facetime chat with Kristen	[IN:CREATE_REMINDER Set a reminder [SL:DATE_TIME for 6 : 30 pm ] to [SL:TODO [IN:GET_TODO [SL:TODO set up a Facetime chat ] with [SL:ATTENDEE Kristen ] ] ] ]
reminder	Can you please set a reminder at 10am on Saturday about my 1pm hair appointment.	[IN:CREATE_REMINDER Can you please set a reminder [SL:DATE_TIME at 10 am on Saturday ] about [SL:TODO [IN:GET_TODO my [SL:DATE_TIME 1 pm ] [SL:TODO hair appointment ] ] ] . ]
reminder	Remind me when what time my hair appointment was made for	[IN:GET_REMINDER_DATE_TIME Remind [SL:PERSON_REMINDED me ] when what time [SL:TODO my hair appointment ] was made for ]
reminder	Change the reminder to check on Cheryl until 9 pm	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder to [SL:TODO check on Cheryl ] [SL:DATE_TIME_NEW until 9 pm ] ]
reminder	Move all reminders from Sunday to Monday	[IN:UPDATE_REMINDER_DATE_TIME Move [SL:AMOUNT all ] reminders [SL:DATE_TIME from Sunday ] [SL:DATE_TIME_NEW to Monday ] ]
reminder	move my reminder for the obgyn from tuesday to friday	[IN:UPDATE_REMINDER_DATE_TIME move [SL:PERSON_REMINDED my ] reminder for [SL:TODO the obgyn ] [SL:DATE_TIME from tuesday ] [SL:DATE_TIME_NEW to friday ] ]
reminder	Give me the address of the reminder about my daughter's dinner place.	[IN:GET_REMINDER_LOCATION Give me the address of the reminder about [SL:TODO my daughter 's dinner place ] . ]
