domain	utterance	semantic_parse
messaging	Remind my sister we are supposed to meet at Halfitme tonight to discuss the birthday party	[IN:SEND_MESSAGE Remind [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] [SL:CONTENT_EXACT we are supposed to meet at Halfitme tonight to discuss the birthday party ] ]
messaging	Let's Natasha also know she can now join the fan club for Kylie Jenner group is now open and not closed	[IN:SEND_MESSAGE Let 's [SL:RECIPIENT Natasha ] also know [SL:CONTENT_EXACT she can now join the fan club for Kylie Jenner group is now open and not closed ] ]
messaging	Send a thank you text to my parents	[IN:SEND_MESSAGE Send a [SL:CONTENT_EXACT thank you ] text to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION parents ] ] ] ]
messaging	Please text my sisters that I am still at work	[IN:SEND_MESSAGE Please text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sisters ] ] ] that [SL:CONTENT_EXACT I am still at work ] ]
messaging	Message Tiffani and say do you want to go out for coffee?	[IN:SEND_MESSAGE Message [SL:RECIPIENT Tiffani ] and say [SL:CONTENT_EXACT do you want to go out for coffee ] ? ]
messaging	message Robby to see if he wants to meet at the 3 pm show	[IN:SEND_MESSAGE message [SL:RECIPIENT Robby ] to see if [SL:CONTENT_EXACT he wants to meet at the 3 pm show ] ]
messaging	Send George a message that I will not be meeting him in the morning.	[IN:SEND_MESSAGE Send [SL:RECIPIENT George ] a message that [SL:CONTENT_EXACT I will not be meeting him in the morning ] . ]
messaging	Can you ask Megan if she is still there?	[IN:SEND_MESSAGE Can you ask [SL:RECIPIENT Megan ] if [SL:CONTENT_EXACT she is still there ] ? ]
messaging	Message peter and ask if he is coming	[IN:SEND_MESSAGE Message [SL:RECIPIENT peter ] and ask if [SL:CONTENT_EXACT he is coming ] ]
messaging	Send a message to my daughter asking her to call me	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION daughter ] ] ] asking her to [SL:CONTENT_EXACT call me ] ]
messaging	Message Christie that the weekend movie will be her choice.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Christie ] that [SL:CONTENT_EXACT the weekend movie will be her choice ] . ]
messaging	Check out with Oriana if she is able to make it this weekend for a movie.	[IN:SEND_MESSAGE Check out with [SL:RECIPIENT Oriana ] if [SL:CONTENT_EXACT she is able to make it this weekend for a movie ] . ]
messaging	Message Julie asking if she has my black shoes.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Julie ] asking if [SL:CONTENT_EXACT she has my black shoes ] . ]
messaging	Message joe asking if he is going to be late for the game	[IN:SEND_MESSAGE Message [SL:RECIPIENT joe ] asking if [SL:CONTENT_EXACT he is going to be late for the game ] ]
messaging	Ask Waverly what she wants from Mido	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Waverly ] [SL:CONTENT_EXACT what she wants from Mido ] ]
messaging	ask terry if she found my phone	[IN:SEND_MESSAGE ask [SL:RECIPIENT terry ] if [SL:CONTENT_EXACT she found my phone ] ]
messaging	Send a message to Amy asking if she is coming tomorrow	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Amy ] asking if [SL:CONTENT_EXACT she is coming tomorrow ] ]
messaging	Message my hair stylist that I will be about 15 minutes late for my appointment	[IN:SEND_MESSAGE Message [SL:RECIPIENT my hair stylist ] that [SL:CONTENT_EXACT I will be about 15 minutes late for my appointment ] ]
messaging	Message Mom and tell her I'm leaving in 5.	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] and tell her [SL:CONTENT_EXACT I'm leaving in 5 ] . ]
messaging	Write a message to Bob and tell him I need my lounge chairs from the garage	[IN:SEND_MESSAGE Write a message to [SL:RECIPIENT Bob ] and tell him [SL:CONTENT_EXACT I need my lounge chairs from the garage ] ]
messaging	Message Jill and tell her I found her keys	[IN:SEND_MESSAGE Message [SL:RECIPIENT Jill ] and tell her [SL:CONTENT_EXACT I found her keys ] ]
messaging	Please send a message to Debrah, that closing is set for today.	[IN:SEND_MESSAGE Please send a message to [SL:RECIPIENT Debrah ] , that [SL:CONTENT_EXACT closing is set for today ] . ]
messaging	Message Benny if he will be on time tonight.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Benny ] if [SL:CONTENT_EXACT he will be on time tonight ] . ]
messaging	ask my father when he will get here.	[IN:SEND_MESSAGE ask [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION father ] ] ] [SL:CONTENT_EXACT when he will get here ] . ]
messaging	Message my best friend and tell her I lost the key to the house	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] best [SL:TYPE_RELATION friend ] ] ] and tell her [SL:CONTENT_EXACT I lost the key to the house ] ]
messaging	send nora a message and let her know i will be late picking her up from dance	[IN:SEND_MESSAGE send [SL:RECIPIENT nora ] a message and let her know [SL:CONTENT_EXACT i will be late picking her up from dance ] ]
messaging	Message Oded asking if he is willing to come for a DJ night today	[IN:SEND_MESSAGE Message [SL:RECIPIENT Oded ] asking if [SL:CONTENT_EXACT he is willing to come for a DJ night today ] ]
messaging	Start a new message with Lilly and Kim telling them I'll be late	[IN:SEND_MESSAGE Start a new message with [SL:RECIPIENT Lilly ] and [SL:RECIPIENT Kim ] telling them [SL:CONTENT_EXACT I'll be late ] ]
messaging	message colin and ask if he got the same message from dave that i did	[IN:SEND_MESSAGE message [SL:RECIPIENT colin ] and ask if [SL:CONTENT_EXACT he got the same message from dave that i did ] ]
messaging	Message Rory asking of he has my notes.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Rory ] asking of [SL:CONTENT_EXACT he has my notes ] . ]
messaging	message jenn i found the rake	[IN:SEND_MESSAGE message [SL:RECIPIENT jenn ] [SL:CONTENT_EXACT i found the rake ] ]
messaging	Message Ann asking her if she found my phone	[IN:SEND_MESSAGE Message [SL:RECIPIENT Ann ] asking her if [SL:CONTENT_EXACT she found my phone ] ]
messaging	send happy birthday message to jaclyn	[IN:SEND_MESSAGE send [SL:CONTENT_EXACT happy birthday ] message to [SL:RECIPIENT jaclyn ] ]
messaging	Message Andy and ask if he has an extra house key	[IN:SEND_MESSAGE Message [SL:RECIPIENT Andy ] and ask if [SL:CONTENT_EXACT he has an extra house key ] ]
messaging	Text Michelle, LMFAO, I thought for sure you were going to freeze, you did great though!	[IN:SEND_MESSAGE Text [SL:RECIPIENT Michelle ] , [SL:CONTENT_EXACT LMFAO , I thought for sure you were going to freeze , you did great though ] ! ]
messaging	thumbs up that message	[IN:REACT_MESSAGE [SL:TYPE_REACTION thumbs up ] that message ]
messaging	send a message to james saying I am following up from last week can we meet tomorrow	[IN:SEND_MESSAGE send a message to [SL:RECIPIENT james ] saying [SL:CONTENT_EXACT I am following up from last week can we meet tomorrow ] ]
messaging	Ask Grandma if she is going to make it to the program tonight.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Grandma ] ] ] if [SL:CONTENT_EXACT she is going to make it to the program tonight ] . ]
messaging	tell the piano instructor to cancel the lesson today	[IN:SEND_MESSAGE tell [SL:RECIPIENT the piano instructor ] to [SL:CONTENT_EXACT cancel the lesson today ] ]
messaging	ASK RENEE IF THE MOVIE IS STILL AVAILABLE TO RENT	[IN:SEND_MESSAGE ASK [SL:RECIPIENT RENEE ] IF [SL:CONTENT_EXACT THE MOVIE IS STILL AVAILABLE TO RENT ] ]
messaging	Message Greg asking for party time	[IN:SEND_MESSAGE Message [SL:RECIPIENT Greg ] asking for [SL:CONTENT_EXACT party time ] ]
messaging	Acknowledge Sherman and tell him I got his voicemail.	[IN:SEND_MESSAGE Acknowledge [SL:RECIPIENT Sherman ] and tell him [SL:CONTENT_EXACT I got his voicemail ] . ]
messaging	Message Barbara and ask her if she can tell Laura I have mail for her	[IN:SEND_MESSAGE Message [SL:RECIPIENT Barbara ] and ask her if [SL:CONTENT_EXACT she can tell Laura I have mail for her ] ]
messaging	Ask Roxy if she needs to order more cookies for dessert	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Roxy ] if [SL:CONTENT_EXACT she needs to order more cookies for dessert ] ]
messaging	Send a message to John asking what we need at the grocery store	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT John ] asking [SL:CONTENT_EXACT what we need at the grocery store ] ]
messaging	Send a message asking Ian if he locked the door.	[IN:SEND_MESSAGE Send a message asking [SL:RECIPIENT Ian ] if [SL:CONTENT_EXACT he locked the door ] . ]
messaging	tell matt w i can't come tonight	[IN:SEND_MESSAGE tell [SL:RECIPIENT matt w ] [SL:CONTENT_EXACT i can't come tonight ] ]
messaging	tell reggie to send photos and videos in Foodie friends group	[IN:SEND_MESSAGE tell [SL:RECIPIENT reggie ] to [SL:CONTENT_EXACT send photos and videos in Foodie friends group ] ]
messaging	Send a message to Identity Boutique asking what time they open tomorrow	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Identity Boutique ] asking [SL:CONTENT_EXACT what time they open tomorrow ] ]
messaging	Message Z and ask where he put my sunglasses	[IN:SEND_MESSAGE Message [SL:RECIPIENT Z ] and ask [SL:CONTENT_EXACT where he put my sunglasses ] ]
messaging	Message Dad to remind him to send me the trip itenerary	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Dad ] ] ] to remind him to [SL:CONTENT_EXACT send me the trip itenerary ] ]
messaging	Send Walker a text to see if he is available this weekend.	[IN:SEND_MESSAGE Send [SL:RECIPIENT Walker ] a text to see if [SL:CONTENT_EXACT he is available this weekend ] . ]
messaging	Message to grandma to be at our house by 5:00 PM	[IN:SEND_MESSAGE Message to [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION grandma ] ] ] to [SL:CONTENT_EXACT be at our house by 5 : 00 PM ] ]
messaging	Message Bailey to see if she has my homework.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Bailey ] to see if [SL:CONTENT_EXACT she has my homework ] . ]
messaging	Thumbs up the last message from mom	[IN:REACT_MESSAGE [SL:TYPE_REACTION Thumbs up ] the [SL:ORDINAL last ] message from [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] ]
messaging	Let Mom know that I am busy with work.	[IN:SEND_MESSAGE Let [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] know that [SL:CONTENT_EXACT I am busy with work ] . ]
messaging	message my brother that i am going to be late	[IN:SEND_MESSAGE message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] that [SL:CONTENT_EXACT i am going to be late ] ]
messaging	Ask Ruby if she will be at the meeting downtown	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Ruby ] if [SL:CONTENT_EXACT she will be at the meeting downtown ] ]
messaging	Message Jacob and ask him are we still on for dinner tonight	[IN:SEND_MESSAGE Message [SL:RECIPIENT Jacob ] and ask him [SL:CONTENT_EXACT are we still on for dinner tonight ] ]
messaging	Send message to Jill and tell her you're gay	[IN:SEND_MESSAGE Send message to [SL:RECIPIENT Jill ] and tell her [SL:CONTENT_EXACT you're gay ] ]
messaging	Sad react to this text	[IN:REACT_MESSAGE [SL:TYPE_REACTION Sad ] react to this text ]
messaging	Message Seth that no one has arrived yet to help with the meeting.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Seth ] that [SL:CONTENT_EXACT no one has arrived yet to help with the meeting ] . ]
messaging	Let Jessica know I will be there by 5	[IN:SEND_MESSAGE Let [SL:RECIPIENT Jessica ] know [SL:CONTENT_EXACT I will be there by 5 ] ]
messaging	Send a message to Nicholas asking if he's feeling okay.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Nicholas ] asking if [SL:CONTENT_EXACT he 's feeling okay ] . ]
messaging	Message Luann asking what's she is doing here without Dorinda	[IN:SEND_MESSAGE Message [SL:RECIPIENT Luann ] asking [SL:CONTENT_EXACT what 's she is doing here without Dorinda ] ]
messaging	Send a message to Jana and tell her No thanks, you are not interested	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Jana ] and tell her [SL:CONTENT_EXACT No thanks , you are not interested ] ]
messaging	Message Brody and find out if he has an address for Brock.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Brody ] and find out if [SL:CONTENT_EXACT he has an address for Brock ] . ]
messaging	Message Bill and ask if he's okay.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Bill ] and ask if [SL:CONTENT_EXACT he 's okay ] . ]
messaging	Tell Joey I had a good time yesterday.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Joey ] [SL:CONTENT_EXACT I had a good time yesterday ] . ]
messaging	Ask my mom if she found her remote.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] if [SL:CONTENT_EXACT she found her remote ] . ]
messaging	Message Kevin asking if he liked his lunch.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Kevin ] asking if [SL:CONTENT_EXACT he liked his lunch ] . ]
messaging	Lake the message that Danelle sent me	[IN:REACT_MESSAGE [SL:TYPE_REACTION Lake ] the message that [SL:RECIPIENT Danelle ] sent [SL:RECIPIENT me ] ]
messaging	Message Joey asking if he has the truck.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Joey ] asking if [SL:CONTENT_EXACT he has the truck ] . ]
messaging	Message Sarah asking where she wants to climb	[IN:SEND_MESSAGE Message [SL:RECIPIENT Sarah ] asking [SL:CONTENT_EXACT where she wants to climb ] ]
messaging	Message Bill and ask him what the total cost was	[IN:SEND_MESSAGE Message [SL:RECIPIENT Bill ] and ask him [SL:CONTENT_EXACT what the total cost was ] ]
messaging	Wow react to that message.	[IN:REACT_MESSAGE [SL:TYPE_REACTION Wow ] react to that message . ]
messaging	Send message to Corey to order more protein  shakes	[IN:SEND_MESSAGE Send message to [SL:RECIPIENT Corey ] to [SL:CONTENT_EXACT order more protein shakes ] ]
messaging	Message that seller, that walk through is set for tomorrow.	[IN:SEND_MESSAGE Message [SL:RECIPIENT that seller ] , that [SL:CONTENT_EXACT walk through is set for tomorrow ] . ]
messaging	Message Abby and say hi	[IN:SEND_MESSAGE Message [SL:RECIPIENT Abby ] and say [SL:CONTENT_EXACT hi ] ]
messaging	Send Chandler a message to call me back	[IN:SEND_MESSAGE Send [SL:RECIPIENT Chandler ] a message to [SL:CONTENT_EXACT call me back ] ]
messaging	Message Dad and tell him I will be home soon with the pizza.	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Dad ] ] ] and tell him [SL:CONTENT_EXACT I will be home soon with the pizza ] . ]
messaging	Tell Emma to meet me in the living room in 15 minutes.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Emma ] to [SL:CONTENT_EXACT meet me in the living room in 15 minutes ] . ]
messaging	Message mom saying that remember to brink sun screen	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] saying that [SL:CONTENT_EXACT remember to brink sun screen ] ]
messaging	Tell Teresa that I love her.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Teresa ] that [SL:CONTENT_EXACT I love her ] . ]
messaging	Message Christian and see if he knows where I parked	[IN:SEND_MESSAGE Message [SL:RECIPIENT Christian ] and see if [SL:CONTENT_EXACT he knows where I parked ] ]
messaging	Message my friend Rohit to meet me in canteen today at 12 pm	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT Rohit ] ] ] to [SL:CONTENT_EXACT meet me in canteen today at 12 pm ] ]
messaging	Send a message to Carrie that we need to reschedule.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Carrie ] that [SL:CONTENT_EXACT we need to reschedule ] . ]
messaging	Send a message to Catey and tell her I will probably be 10 minutes early.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Catey ] and tell her [SL:CONTENT_EXACT I will probably be 10 minutes early ] . ]
messaging	Dislike the message that Andi last sent me.	[IN:REACT_MESSAGE [SL:TYPE_REACTION Dislike ] the message that [SL:RECIPIENT Andi ] [SL:ORDINAL last ] sent [SL:RECIPIENT me ] . ]
messaging	MESSAGE BETTY AND ASK HOW SHE'S FEELING TODAY	[IN:SEND_MESSAGE MESSAGE [SL:RECIPIENT BETTY ] AND ASK [SL:CONTENT_EXACT HOW SHE 'S FEELING TODAY ] ]
messaging	text my sister and ask her if I can call her right now	[IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] and ask her if [SL:CONTENT_EXACT I can call her right now ] ]
messaging	Ask Jana if she's coming to dinner.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Jana ] if [SL:CONTENT_EXACT she 's coming to dinner ] . ]
messaging	Send Brian a message asking if he is up for doing anything later.	[IN:SEND_MESSAGE Send [SL:RECIPIENT Brian ] a message asking if [SL:CONTENT_EXACT he is up for doing anything later ] . ]
messaging	Message Missy to see when she will get to the bbq	[IN:SEND_MESSAGE Message [SL:RECIPIENT Missy ] to see [SL:CONTENT_EXACT when she will get to the bbq ] ]
messaging	send a message to ryan telling him to meet me at sam's house	[IN:SEND_MESSAGE send a message to [SL:RECIPIENT ryan ] telling him to [SL:CONTENT_EXACT meet me at sam 's house ] ]
messaging	Send a message to the fishing guide that I want to book a trip.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT the fishing guide ] that [SL:CONTENT_EXACT I want to book a trip ] . ]
messaging	Ask Jess if she can send me the gif of the shimmying cat again, Mason wants to see it	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Jess ] if [SL:CONTENT_EXACT she can send me the gif of the shimmying cat again , Mason wants to see it ] ]
messaging	Message Dave asking if he found my bluetooth in the store	[IN:SEND_MESSAGE Message [SL:RECIPIENT Dave ] asking if [SL:CONTENT_EXACT he found my bluetooth in the store ] ]
messaging	Please message Jemima that I will join her for the weekend lunch.	[IN:SEND_MESSAGE Please message [SL:RECIPIENT Jemima ] that [SL:CONTENT_EXACT I will join her for the weekend lunch ] . ]
messaging	send a message to my office that i won't be in today	[IN:SEND_MESSAGE send a message to [SL:RECIPIENT my office ] that [SL:CONTENT_EXACT i won't be in today ] ]
messaging	Message Spartacus and ask him if he got his car running so he can take me to school tomorrow	[IN:SEND_MESSAGE Message [SL:RECIPIENT Spartacus ] and ask him if [SL:CONTENT_EXACT he got his car running so he can take me to school tomorrow ] ]
messaging	Message Kelly wishing her a Happy Birthday	[IN:SEND_MESSAGE Message [SL:RECIPIENT Kelly ] wishing her a [SL:CONTENT_EXACT Happy Birthday ] ]
messaging	Message Milton and tell him to meet me by the elevator.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Milton ] and tell him to [SL:CONTENT_EXACT meet me by the elevator ] . ]
messaging	Ask Jon where he is.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Jon ] [SL:CONTENT_EXACT where he is ] . ]
messaging	Send a message to my Aunt and ask if she has seen Grandpa lately.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Aunt ] ] ] and ask if [SL:CONTENT_EXACT she has seen Grandpa lately ] . ]
messaging	message my husband, are we out of milk?	[IN:SEND_MESSAGE message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] , [SL:CONTENT_EXACT are we out of milk ] ? ]
messaging	Ask Diane if she wants to join the yoga group	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Diane ] if [SL:CONTENT_EXACT she wants to join the yoga group ] ]
messaging	Send a message to all my work contacts that I am out of the office	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:AMOUNT all ] [SL:CONTACT_RELATED my ] [SL:MUTUAL_EMPLOYER work ] contacts ] ] that [SL:CONTENT_EXACT I am out of the office ] ]
messaging	Message Mom to say I am going to be late	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] to say [SL:CONTENT_EXACT I am going to be late ] ]
messaging	message Chris, and ask him if my truck is ready, and what was wrong with it?	[IN:SEND_MESSAGE message [SL:RECIPIENT Chris ] , and ask him if [SL:CONTENT_EXACT my truck is ready ] , and [SL:CONTENT_EXACT what was wrong with it ] ? ]
messaging	Message dad asking if I can borrow money	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] asking if [SL:CONTENT_EXACT I can borrow money ] ]
messaging	Message Kirsten and tell her I liked her hat today	[IN:SEND_MESSAGE Message [SL:RECIPIENT Kirsten ] and tell her [SL:CONTENT_EXACT I liked her hat today ] ]
messaging	send message to Rggie that i will be there by evening	[IN:SEND_MESSAGE send message to [SL:RECIPIENT Rggie ] that [SL:CONTENT_EXACT i will be there by evening ] ]
messaging	Message Linda, and ask what time the meeting starts.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Linda ] , and ask [SL:CONTENT_EXACT what time the meeting starts ] . ]
messaging	Message Cathy telling her I'm working until 5.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Cathy ] telling her [SL:CONTENT_EXACT I'm working until 5 ] . ]
messaging	Ask Josh when he will get to my house.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Josh ] [SL:CONTENT_EXACT when he will get to my house ] . ]
messaging	Can you dislike that message from Judy.	[IN:REACT_MESSAGE Can you [SL:TYPE_REACTION dislike ] that message from [SL:RECIPIENT Judy ] . ]
messaging	Text Amanda I'm on the way	[IN:SEND_MESSAGE Text [SL:RECIPIENT Amanda ] [SL:CONTENT_EXACT I'm on the way ] ]
messaging	Message work that i am running late	[IN:SEND_MESSAGE Message [SL:RECIPIENT work ] that [SL:CONTENT_EXACT i am running late ] ]
messaging	Send a message that says that's what I thought to Kelly.	[IN:SEND_MESSAGE Send a message that says [SL:CONTENT_EXACT that 's what I thought ] to [SL:RECIPIENT Kelly ] . ]
messaging	Let Tiffany know I have her sunglasses.	[IN:SEND_MESSAGE Let [SL:RECIPIENT Tiffany ] know [SL:CONTENT_EXACT I have her sunglasses ] . ]
messaging	Message Lisa, letting her know I'm running late.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Lisa ] , letting her know [SL:CONTENT_EXACT I'm running late ] . ]
messaging	message my dad how are you doing	[IN:SEND_MESSAGE message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dad ] ] ] [SL:CONTENT_EXACT how are you doing ] ]
messaging	ask joy to share photos with me	[IN:SEND_MESSAGE ask [SL:RECIPIENT joy ] to [SL:CONTENT_EXACT share photos with me ] ]
messaging	tell mo good night	[IN:SEND_MESSAGE tell [SL:RECIPIENT mo ] [SL:CONTENT_EXACT good night ] ]
messaging	Message Linda, letting her know that I'm running late for work.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Linda ] , letting her know that [SL:CONTENT_EXACT I'm running late for work ] . ]
messaging	Tell Kitty to meet me downstairs now	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Kitty ] to [SL:CONTENT_EXACT meet me downstairs now ] ]
messaging	Tell Cat she has mail	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Cat ] [SL:CONTENT_EXACT she has mail ] ]
messaging	Let Teresa know I'll be coming up on Thursday	[IN:SEND_MESSAGE Let [SL:RECIPIENT Teresa ] know [SL:CONTENT_EXACT I'll be coming up on Thursday ] ]
messaging	send Dave a message saying I will be 15 minutes late	[IN:SEND_MESSAGE send [SL:RECIPIENT Dave ] a message saying [SL:CONTENT_EXACT I will be 15 minutes late ] ]
messaging	send my dad a message and tell him im on my way	[IN:SEND_MESSAGE send [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dad ] ] ] a message and tell him [SL:CONTENT_EXACT im on my way ] ]
messaging	tell matt w i miss him	[IN:SEND_MESSAGE tell [SL:RECIPIENT matt w ] [SL:CONTENT_EXACT i miss him ] ]
messaging	Tell my mom I am just leaving work.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] [SL:CONTENT_EXACT I am just leaving work ] . ]
messaging	Send message to Brad saying I miss you	[IN:SEND_MESSAGE Send message to [SL:RECIPIENT Brad ] saying [SL:CONTENT_EXACT I miss you ] ]
messaging	Message Carol asking what flights she is considering on taking to Florida	[IN:SEND_MESSAGE Message [SL:RECIPIENT Carol ] asking [SL:CONTENT_EXACT what flights she is considering on taking to Florida ] ]
messaging	message Ramesh to ask Riya to come at any cost	[IN:SEND_MESSAGE message [SL:RECIPIENT Ramesh ] to ask [SL:CONTENT_EXACT Riya to come at any cost ] ]
messaging	Send a happy emoji to Amit welcoming him back home.	[IN:SEND_MESSAGE Send a [SL:CONTENT_EMOJI happy emoji ] to [SL:RECIPIENT Amit ] [SL:CONTENT_EXACT welcoming him back home ] . ]
messaging	Message Bonnie and tell her that I need to borrow a tampon	[IN:SEND_MESSAGE Message [SL:RECIPIENT Bonnie ] and tell her that [SL:CONTENT_EXACT I need to borrow a tampon ] ]
messaging	Message mom asking if she has my water bottle	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] asking if [SL:CONTENT_EXACT she has my water bottle ] ]
messaging	Ask Liv if she still has extra tickets to the show	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Liv ] if [SL:CONTENT_EXACT she still has extra tickets to the show ] ]
messaging	Wish Ken a Happy Birthday	[IN:SEND_MESSAGE Wish [SL:RECIPIENT Ken ] a [SL:CONTENT_EXACT Happy Birthday ] ]
messaging	send a message to the orthodontist saying i will be at my next appointment	[IN:SEND_MESSAGE send a message to [SL:RECIPIENT the orthodontist ] saying [SL:CONTENT_EXACT i will be at my next appointment ] ]
messaging	Message Dick and tell him to turn down the music.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Dick ] and tell him to [SL:CONTENT_EXACT turn down the music ] . ]
messaging	Ask my mom what time I should come over	[IN:SEND_MESSAGE Ask [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] [SL:CONTENT_EXACT what time I should come over ] ]
messaging	Message Tobey asking him if he has my wallet.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Tobey ] asking him if [SL:CONTENT_EXACT he has my wallet ] . ]
messaging	Send a message to Joe saying I'm on my way over to his house	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Joe ] saying [SL:CONTENT_EXACT I'm on my way over to his house ] ]
messaging	Send a message to Aunt Carla asking permission to come over right now.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Aunt ] [SL:CONTACT Carla ] ] ] asking [SL:CONTENT_EXACT permission to come over right now ] . ]
messaging	Message Tommy and ask him if he made dinner reservations.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Tommy ] and ask him if [SL:CONTENT_EXACT he made dinner reservations ] . ]
