domain	utterance	semantic_parse
weather	Storm starting time?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE Storm ] starting time ? ]
weather	What is the low temperature today?	[IN:GET_WEATHER What is the low temperature [SL:DATE_TIME today ] ? ]
weather	What is the 7 day forecast for Los Angeles?	[IN:GET_WEATHER What is the [SL:DATE_TIME 7 day ] forecast for [SL:LOCATION Los Angeles ] ? ]
weather	Is it going to be sunny all day	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME all day ] ]
weather	Are there storms expected tonight?	[IN:GET_WEATHER Are there [SL:WEATHER_ATTRIBUTE storms ] expected [SL:DATE_TIME tonight ] ? ]
weather	Will it be cold tonight?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE cold ] [SL:DATE_TIME tonight ] ? ]
weather	Will temps fall below freezing tonight?	[IN:GET_WEATHER Will temps fall below [SL:WEATHER_ATTRIBUTE freezing ] [SL:DATE_TIME tonight ] ? ]
weather	What is the average temperature in South Africa during the fall?	[IN:UNSUPPORTED_WEATHER What is the average temperature in [SL:LOCATION South Africa ] during the fall ? ]
weather	Whats the weather like in Miami?	[IN:GET_WEATHER Whats the weather like in [SL:LOCATION Miami ] ? ]
weather	Will it be humid today?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE humid ] [SL:DATE_TIME today ] ? ]
weather	What is the weather in Elkton today at 5pm?	[IN:GET_WEATHER What is the weather in [SL:LOCATION Elkton ] [SL:DATE_TIME today at 5 pm ] ? ]
weather	Current Weather pattern	[IN:GET_WEATHER Current Weather pattern ]
weather	when is it supposed to rain	[IN:GET_WEATHER when is it supposed to [SL:WEATHER_ATTRIBUTE rain ] ]
weather	how long is this rain going to last	[IN:GET_WEATHER how long is this [SL:WEATHER_ATTRIBUTE rain ] going to last ]
weather	do i need a raincoat	[IN:GET_WEATHER do i need a [SL:WEATHER_ATTRIBUTE raincoat ] ]
weather	What are the high and low temps for tomorrow?	[IN:GET_WEATHER What are the high and low temps [SL:DATE_TIME for tomorrow ] ? ]
weather	What is the weather like in France?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION France ] ? ]
weather	Should I bring a jacket tonight?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE jacket ] [SL:DATE_TIME tonight ] ? ]
weather	Am I going to stay dry today?	[IN:GET_WEATHER Am I going to stay [SL:WEATHER_ATTRIBUTE dry ] [SL:DATE_TIME today ] ? ]
weather	Is it going to rain tomorrow	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ]
weather	Is it supposed to be very hot and humid today?	[IN:GET_WEATHER Is it supposed to be very [SL:WEATHER_ATTRIBUTE hot ] and [SL:WEATHER_ATTRIBUTE humid ] [SL:DATE_TIME today ] ? ]
weather	Do I need a umbrella?	[IN:GET_WEATHER Do I need a [SL:WEATHER_ATTRIBUTE umbrella ] ? ]
weather	What is the temperature right now	[IN:GET_WEATHER What is the temperature right now ]
weather	Is there rain down town?	[IN:GET_WEATHER Is there [SL:WEATHER_ATTRIBUTE rain ] down [SL:LOCATION town ] ? ]
weather	what will the weather be at Disneyland at noon today?	[IN:GET_WEATHER what will the weather be at [SL:LOCATION Disneyland ] [SL:DATE_TIME at noon today ] ? ]
weather	What's the weather for today?	[IN:GET_WEATHER What 's the weather [SL:DATE_TIME for today ] ? ]
weather	can I expect clear skies tonight	[IN:GET_WEATHER can I expect [SL:WEATHER_ATTRIBUTE clear ] skies [SL:DATE_TIME tonight ] ]
weather	What will the weather be in Washington DC next week?	[IN:GET_WEATHER What will the weather be in [SL:LOCATION Washington DC ] [SL:DATE_TIME next week ] ? ]
weather	Will it rain this weekend?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this weekend ] ? ]
weather	is it raining in st louis right now	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE raining ] in [SL:LOCATION st louis ] right now ]
weather	will it rain tomorrow in tucson	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] in [SL:LOCATION tucson ] ]
weather	Humidity for tomorrow please	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE Humidity ] [SL:DATE_TIME for tomorrow ] please ]
weather	Is it raining on thursday?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] [SL:DATE_TIME on thursday ] ? ]
weather	what is the high for today	[IN:GET_WEATHER what is the high [SL:DATE_TIME for today ] ]
weather	is there hail predicted today	[IN:GET_WEATHER is there [SL:WEATHER_ATTRIBUTE hail ] predicted [SL:DATE_TIME today ] ]
weather	what is the forecast for next week?	[IN:GET_WEATHER what is the forecast [SL:DATE_TIME for next week ] ? ]
weather	How much rain are we expecting this week	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] are we expecting [SL:DATE_TIME this week ] ]
weather	Is there any fog issues to worry about this morning?	[IN:GET_WEATHER Is there any [SL:WEATHER_ATTRIBUTE fog ] issues to worry [SL:DATE_TIME about this morning ] ? ]
weather	Will I need a coat today?	[IN:GET_WEATHER Will I need a [SL:WEATHER_ATTRIBUTE coat ] [SL:DATE_TIME today ] ? ]
weather	How many inches of snow will we get	[IN:GET_WEATHER How many inches of [SL:WEATHER_ATTRIBUTE snow ] will we get ]
weather	What's the high for today?	[IN:GET_WEATHER What 's the high [SL:DATE_TIME for today ] ? ]
weather	What is the pollen index for today	[IN:UNSUPPORTED_WEATHER What is the [SL:WEATHER_ATTRIBUTE pollen index ] [SL:DATE_TIME for today ] ]
weather	Do I need to take rain gear on my hike?	[IN:GET_WEATHER Do I need to take [SL:WEATHER_ATTRIBUTE rain gear ] on my hike ? ]
weather	what is today's weather high?	[IN:GET_WEATHER what is [SL:DATE_TIME today ] 's weather high ? ]
weather	any bad weather today?	[IN:GET_WEATHER any bad weather [SL:DATE_TIME today ] ? ]
weather	what is the weather today?	[IN:GET_WEATHER what is the weather [SL:DATE_TIME today ] ? ]
weather	What is the 5 day forecast?	[IN:GET_WEATHER What is the [SL:DATE_TIME 5 day ] forecast ? ]
weather	Can I expect any rain today?	[IN:GET_WEATHER Can I expect any [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Should I bring my wind breaker with me?	[IN:GET_WEATHER Should I bring my [SL:WEATHER_ATTRIBUTE wind breaker ] with me ? ]
weather	Will we have hail	[IN:GET_WEATHER Will we have [SL:WEATHER_ATTRIBUTE hail ] ]
weather	will it rain today?	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	What's the weather like today?	[IN:GET_WEATHER What 's the weather like [SL:DATE_TIME today ] ? ]
weather	How hot will it get today?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will it get [SL:DATE_TIME today ] ? ]
weather	is it going to snow monday	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME monday ] ]
weather	What is the current temperature in Merritt Island?	[IN:GET_WEATHER What is the current temperature in [SL:LOCATION Merritt Island ] ? ]
weather	Is it raining again today in the afternoon	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] again [SL:DATE_TIME today in the afternoon ] ]
weather	WILL IT RAIN TODAY?	[IN:GET_WEATHER WILL IT [SL:WEATHER_ATTRIBUTE RAIN ] [SL:DATE_TIME TODAY ] ? ]
weather	Is it supposed to rain tomorrow?	[IN:GET_WEATHER Is it supposed to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ? ]
weather	How's Portland's weather this week?	[IN:GET_WEATHER How 's [SL:LOCATION Portland ] 's weather [SL:DATE_TIME this week ] ? ]
weather	What is the 7 day forecast this week	[IN:GET_WEATHER What is the [SL:DATE_TIME 7 day ] forecast [SL:DATE_TIME this week ] ]
weather	Will we get hail later today?	[IN:GET_WEATHER Will we get [SL:WEATHER_ATTRIBUTE hail ] [SL:DATE_TIME later today ] ? ]
weather	How hot will it be on Thursday in Ft.lauderdale	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME on Thursday ] in [SL:LOCATION Ft.lauderdale ] ]
weather	What's happening with the weather today?	[IN:GET_WEATHER What 's happening with the weather [SL:DATE_TIME today ] ? ]
weather	How much has it rained in England this past week?	[IN:GET_WEATHER How much has it [SL:WEATHER_ATTRIBUTE rained ] in [SL:LOCATION England ] [SL:DATE_TIME this past week ] ? ]
weather	How long until it rains?	[IN:GET_WEATHER How long until it [SL:WEATHER_ATTRIBUTE rains ] ? ]
weather	What is the weather like today?	[IN:GET_WEATHER What is the weather like [SL:DATE_TIME today ] ? ]
weather	What is the current temperature in Scotland?	[IN:GET_WEATHER What is the current temperature in [SL:LOCATION Scotland ] ? ]
weather	high temperature for this weekend	[IN:GET_WEATHER high temperature [SL:DATE_TIME for this weekend ] ]
weather	Will it rain in Ashland tomorrow?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION Ashland ] [SL:DATE_TIME tomorrow ] ? ]
weather	The highest temperature of today?	[IN:GET_WEATHER The highest temperature of [SL:DATE_TIME today ] ? ]
weather	How hot is it going to be today?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it going to be [SL:DATE_TIME today ] ? ]
weather	Is it going to be hot today?	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE hot ] [SL:DATE_TIME today ] ? ]
weather	Highs and Lows for the day	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE Highs ] and [SL:WEATHER_ATTRIBUTE Lows ] [SL:DATE_TIME for the day ] ]
weather	Give me next week's forecast.	[IN:GET_WEATHER Give me [SL:DATE_TIME next week ] 's forecast . ]
weather	Are there any current thunderstorm warnings in the area?	[IN:GET_WEATHER Are there any current thunderstorm warnings in the [SL:LOCATION area ] ? ]
weather	Show me the weekend forecast	[IN:GET_WEATHER Show me the [SL:DATE_TIME weekend ] forecast ]
weather	weather in orange county	[IN:GET_WEATHER weather in [SL:LOCATION orange county ] ]
weather	how  cold will texas be	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE cold ] will [SL:LOCATION texas ] be ]
weather	What's next week's forecast	[IN:GET_WEATHER What 's [SL:DATE_TIME next week ] 's forecast ]
weather	What's the weather like today?	[IN:GET_WEATHER What 's the weather like [SL:DATE_TIME today ] ? ]
weather	Is it going to be windy tomorrow?	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE windy ] [SL:DATE_TIME tomorrow ] ? ]
weather	what's the weather for tomorrow	[IN:GET_WEATHER what 's the weather [SL:DATE_TIME for tomorrow ] ]
weather	Is it going to snow?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE snow ] ? ]
weather	Will it be in the 90s next week?	[IN:GET_WEATHER Will it be in the 90s [SL:DATE_TIME next week ] ? ]
weather	Is it going to snow?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE snow ] ? ]
weather	Will the temperature dip below freezing tonight?	[IN:GET_WEATHER Will the temperature dip below [SL:WEATHER_ATTRIBUTE freezing ] [SL:DATE_TIME tonight ] ? ]
weather	how hot will it be today	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME today ] ]
weather	What is the heat index this week?	[IN:GET_WEATHER What is the [SL:WEATHER_ATTRIBUTE heat index ] [SL:DATE_TIME this week ] ? ]
weather	Am I going to need an umbrella tonight?	[IN:GET_WEATHER Am I going to need an [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME tonight ] ? ]
weather	What's the weekend weather?	[IN:GET_WEATHER What 's the [SL:DATE_TIME weekend ] weather ? ]
weather	When is it supposed to snow next?	[IN:GET_WEATHER When is it supposed to [SL:WEATHER_ATTRIBUTE snow ] next ? ]
weather	Will it rain tomorrow in Austin?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] in [SL:LOCATION Austin ] ? ]
weather	is it supposed to be overcast today?	[IN:GET_WEATHER is it supposed to be [SL:WEATHER_ATTRIBUTE overcast ] [SL:DATE_TIME today ] ? ]
weather	How cold is it now in Canada?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it now in [SL:LOCATION Canada ] ? ]
weather	Sunshine or Rain tomorrow?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE Sunshine ] or [SL:WEATHER_ATTRIBUTE Rain ] [SL:DATE_TIME tomorrow ] ? ]
weather	Should I bring my jacket today?	[IN:GET_WEATHER Should I bring my [SL:WEATHER_ATTRIBUTE jacket ] [SL:DATE_TIME today ] ? ]
weather	is it windy tomorrow	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE windy ] [SL:DATE_TIME tomorrow ] ]
weather	What is the heat index today?	[IN:GET_WEATHER What is the [SL:WEATHER_ATTRIBUTE heat index ] [SL:DATE_TIME today ] ? ]
weather	Is it cloudy overcast?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE cloudy ] [SL:WEATHER_ATTRIBUTE overcast ] ? ]
weather	Tell me if it is snowing in Alaska currently.	[IN:GET_WEATHER Tell me if it is [SL:WEATHER_ATTRIBUTE snowing ] in [SL:LOCATION Alaska ] currently . ]
weather	Will the weather be cloudy this week?	[IN:GET_WEATHER Will the weather be [SL:WEATHER_ATTRIBUTE cloudy ] [SL:DATE_TIME this week ] ? ]
weather	Should I bring a jacket due to the weather?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE jacket ] due to the weather ? ]
weather	are we getting a thunderstorm soon	[IN:GET_WEATHER are we getting a [SL:WEATHER_ATTRIBUTE thunderstorm ] soon ]
weather	Will I need an umbrella on Saturday in Dayton	[IN:GET_WEATHER Will I need an [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME on Saturday ] in [SL:LOCATION Dayton ] ]
weather	should i wear sun glasses tomorrow?	[IN:GET_WEATHER should i wear [SL:WEATHER_ATTRIBUTE sun glasses ] [SL:DATE_TIME tomorrow ] ? ]
weather	What's the humidity like today?	[IN:GET_WEATHER What 's the [SL:WEATHER_ATTRIBUTE humidity ] like [SL:DATE_TIME today ] ? ]
weather	what is the forecast for tuesday	[IN:GET_WEATHER what is the forecast [SL:DATE_TIME for tuesday ] ]
weather	how hot will it be today?	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME today ] ? ]
weather	Is there a tornado warning?	[IN:GET_WEATHER Is there a tornado warning ? ]
weather	will today be sunny	[IN:GET_WEATHER will [SL:DATE_TIME today ] be [SL:WEATHER_ATTRIBUTE sunny ] ]
weather	when will the raining stop	[IN:GET_WEATHER when will the [SL:WEATHER_ATTRIBUTE raining ] stop ]
weather	WHat is the temperature right now?	[IN:GET_WEATHER WHat is the temperature right now ? ]
weather	will it snow on mt lemmon tomorrow	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE snow ] on [SL:LOCATION mt lemmon ] [SL:DATE_TIME tomorrow ] ]
weather	Can i expect some rain today?	[IN:GET_WEATHER Can i expect some [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Weather for Bryan, Texas today	[IN:GET_WEATHER Weather for [SL:LOCATION Bryan , Texas ] [SL:DATE_TIME today ] ]
weather	Are tornadoes in the forecast?	[IN:GET_WEATHER Are [SL:WEATHER_ATTRIBUTE tornadoes ] in the forecast ? ]
weather	what is the extended forecast for key west	[IN:GET_WEATHER what is the [SL:DATE_TIME extended ] forecast for [SL:LOCATION key west ] ]
weather	Is it going to storm today?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE storm ] [SL:DATE_TIME today ] ? ]
weather	When is the next major snow storm predicted for next week?	[IN:GET_WEATHER When is the next major [SL:WEATHER_ATTRIBUTE snow storm ] predicted [SL:DATE_TIME for next week ] ? ]
weather	do i need an umbrella	[IN:GET_WEATHER do i need an [SL:WEATHER_ATTRIBUTE umbrella ] ]
weather	How much rain?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	Will it snow this weekend?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME this weekend ] ? ]
weather	Do I need an umbrella this afternoon?	[IN:GET_WEATHER Do I need an [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME this afternoon ] ? ]
weather	how much rainfall is expected in Bantam	[IN:GET_WEATHER how much [SL:WEATHER_ATTRIBUTE rainfall ] is expected in [SL:LOCATION Bantam ] ]
weather	what is the humidity right now	[IN:GET_WEATHER what is the [SL:WEATHER_ATTRIBUTE humidity ] right now ]
weather	Is it Windy in Nevada?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE Windy ] in [SL:LOCATION Nevada ] ? ]
weather	What's the weather like today?	[IN:GET_WEATHER What 's the weather like [SL:DATE_TIME today ] ? ]
weather	What's the cloud conditions today	[IN:GET_WEATHER What 's the [SL:WEATHER_ATTRIBUTE cloud ] conditions [SL:DATE_TIME today ] ]
weather	Is it snowing in Cleveland	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE snowing ] in [SL:LOCATION Cleveland ] ]
weather	Should I bring a rain coat for tomorrow?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE rain coat ] [SL:DATE_TIME for tomorrow ] ? ]
weather	how cold will it get tonight	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE cold ] will it get [SL:DATE_TIME tonight ] ]
weather	Will the weather be stormy tomorrow?	[IN:GET_WEATHER Will the weather be [SL:WEATHER_ATTRIBUTE stormy ] [SL:DATE_TIME tomorrow ] ? ]
weather	WHAT WILL THE WEATHER BE IN ONTARIO NEXT WEEK?	[IN:GET_WEATHER WHAT WILL THE WEATHER BE IN [SL:LOCATION ONTARIO ] [SL:DATE_TIME NEXT WEEK ] ? ]
weather	Is the weather going to be nice this weekend?	[IN:GET_WEATHER Is the weather going to be [SL:WEATHER_ATTRIBUTE nice ] [SL:DATE_TIME this weekend ] ? ]
weather	When will it snow?`	[IN:GET_WEATHER When will it [SL:WEATHER_ATTRIBUTE snow ] ? ` ]
weather	What is the low temp for today?	[IN:GET_WEATHER What is the low temp [SL:DATE_TIME for today ] ? ]
weather	will it rain tomorrow	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ]
weather	is it going to rain tomorrow	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ]
weather	will it frost in the morning?	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE frost ] [SL:DATE_TIME in the morning ] ? ]
weather	How much snow will Milwaukee get?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE snow ] will [SL:LOCATION Milwaukee ] get ? ]
weather	Will it snow this weekend	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME this weekend ] ]
weather	what is the predicted weather for this week	[IN:GET_WEATHER what is the predicted weather [SL:DATE_TIME for this week ] ]
weather	what is the hottest it will be this week	[IN:GET_WEATHER what is the [SL:WEATHER_ATTRIBUTE hottest ] it will be [SL:DATE_TIME this week ] ]
weather	7 day forecast for Santorini, Greece.	[IN:GET_WEATHER [SL:DATE_TIME 7 day ] forecast for [SL:LOCATION Santorini , Greece ] . ]
weather	Will it rain today?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Will there be rain today?	[IN:GET_WEATHER Will there be [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	How hot is it at Ocean Shores right now?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it at [SL:LOCATION Ocean Shores ] right now ? ]
weather	Will it sunny tomorrow?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME tomorrow ] ? ]
weather	Is it raining at Disney World right now	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] at [SL:LOCATION Disney World ] right now ]
weather	What temperature will it be this weekend in San Diego	[IN:GET_WEATHER What temperature will it be [SL:DATE_TIME this weekend ] in [SL:LOCATION San Diego ] ]
weather	Is there a chance for rain?	[IN:GET_WEATHER Is there a chance for [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	is it going to rain next week?	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME next week ] ? ]
weather	do i need a jacket today	[IN:GET_WEATHER do i need a [SL:WEATHER_ATTRIBUTE jacket ] [SL:DATE_TIME today ] ]
weather	Is Kansas expecting a tornado?	[IN:GET_WEATHER Is [SL:LOCATION Kansas ] expecting a [SL:WEATHER_ATTRIBUTE tornado ] ? ]
weather	Will it snow today?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME today ] ? ]
weather	When should I unpack my winter clothing?	[IN:GET_WEATHER When should I unpack my [SL:WEATHER_ATTRIBUTE winter clothing ] ? ]
weather	should i wear a heavy jacket	[IN:GET_WEATHER should i wear a heavy [SL:WEATHER_ATTRIBUTE jacket ] ]
weather	What is the weather in Hoboken today?	[IN:GET_WEATHER What is the weather in [SL:LOCATION Hoboken ] [SL:DATE_TIME today ] ? ]
weather	Whats the humidity in Orange county on Thursday	[IN:GET_WEATHER Whats the [SL:WEATHER_ATTRIBUTE humidity ] in [SL:LOCATION Orange county ] [SL:DATE_TIME on Thursday ] ]
weather	What is the next 10 day weather forecast?	[IN:GET_WEATHER What is the [SL:DATE_TIME next 10 day ] weather forecast ? ]
weather	When is the heat index highest today?	[IN:GET_WEATHER When is the [SL:WEATHER_ATTRIBUTE heat index ] highest [SL:DATE_TIME today ] ? ]
weather	is it going to rain in dallas this week	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION dallas ] [SL:DATE_TIME this week ] ]
weather	will it rain tonight	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tonight ] ]
weather	What's the average temperature in Reykjavik this week?	[IN:GET_WEATHER What 's the average temperature in [SL:LOCATION Reykjavik ] [SL:DATE_TIME this week ] ? ]
weather	What is the highest temperature this week?	[IN:GET_WEATHER What is the highest temperature [SL:DATE_TIME this week ] ? ]
weather	What is the weather going to be like near me at 10am?	[IN:GET_WEATHER What is the weather going to be like near [SL:LOCATION me ] [SL:DATE_TIME at 10 am ] ? ]
weather	Will I need sweater today?	[IN:GET_WEATHER Will I need [SL:WEATHER_ATTRIBUTE sweater ] [SL:DATE_TIME today ] ? ]
weather	should i wear a hat today	[IN:GET_WEATHER should i wear a [SL:WEATHER_ATTRIBUTE hat ] [SL:DATE_TIME today ] ]
weather	How hot will be this afternoon?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will be [SL:DATE_TIME this afternoon ] ? ]
weather	What is the temperature going to be today?	[IN:GET_WEATHER What is the temperature going to be [SL:DATE_TIME today ] ? ]
weather	how hot will it be today?	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME today ] ? ]
weather	what's thursday's weather?	[IN:GET_WEATHER what 's [SL:DATE_TIME thursday ] 's weather ? ]
weather	Should I bring an umbrella tonight	[IN:GET_WEATHER Should I bring an [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME tonight ] ]
weather	Will it snow tonight?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME tonight ] ? ]
weather	should i bring an umbrella today	[IN:GET_WEATHER should i bring an [SL:WEATHER_ATTRIBUTE umbrella ] [SL:DATE_TIME today ] ]
weather	whats this weekend's weather forecast	[IN:GET_WEATHER whats [SL:DATE_TIME this weekend ] 's weather forecast ]
weather	What's today's forecast?	[IN:GET_WEATHER What 's [SL:DATE_TIME today ] 's forecast ? ]
weather	What is the current temperature in California?	[IN:GET_WEATHER What is the current temperature in [SL:LOCATION California ] ? ]
weather	Is it sunny in Alaska today?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE sunny ] in [SL:LOCATION Alaska ] [SL:DATE_TIME today ] ? ]
weather	what is the high for tomorrow	[IN:GET_WEATHER what is the high [SL:DATE_TIME for tomorrow ] ]
weather	when will it stop raining	[IN:GET_WEATHER when will it stop [SL:WEATHER_ATTRIBUTE raining ] ]
weather	Is it going to drop below freezing tonight?	[IN:GET_WEATHER Is it going to drop below [SL:WEATHER_ATTRIBUTE freezing ] [SL:DATE_TIME tonight ] ? ]
weather	Is it sunny in Tampa right now?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE sunny ] in [SL:LOCATION Tampa ] right now ? ]
weather	How long will the storms last?	[IN:GET_WEATHER How long will the [SL:WEATHER_ATTRIBUTE storms ] last ? ]
weather	Any hail in the forecast?	[IN:GET_WEATHER Any [SL:WEATHER_ATTRIBUTE hail ] in the forecast ? ]
weather	is it snowing in north dakota today	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE snowing ] in [SL:LOCATION north dakota ] [SL:DATE_TIME today ] ]
weather	Are there any current weather alerts?	[IN:GET_WEATHER Are there any current weather alerts ? ]
weather	what time will it start snowing?	[IN:GET_WEATHER what time will it start [SL:WEATHER_ATTRIBUTE snowing ] ? ]
weather	what is the temperature suppose to be today	[IN:GET_WEATHER what is the temperature suppose to be [SL:DATE_TIME today ] ]
weather	I am flying to California on Monday. How is the weather going to be on Monday afternoon at California?	[IN:GET_WEATHER I am flying to California on Monday . How is the weather going to be [SL:DATE_TIME on Monday afternoon ] at [SL:LOCATION California ] ? ]
weather	Should I grab some sunblock?	[IN:GET_WEATHER Should I grab some [SL:WEATHER_ATTRIBUTE sunblock ] ? ]
weather	Should I wear a hat to the zoo today	[IN:GET_WEATHER Should I wear a [SL:WEATHER_ATTRIBUTE hat ] to the [SL:LOCATION zoo ] [SL:DATE_TIME today ] ]
weather	Do I need to carry a jacket tomorrow	[IN:GET_WEATHER Do I need to carry a [SL:WEATHER_ATTRIBUTE jacket ] [SL:DATE_TIME tomorrow ] ]
weather	what is the weather forecast for Los Angeles tomorrow	[IN:GET_WEATHER what is the weather forecast for [SL:LOCATION Los Angeles ] [SL:DATE_TIME tomorrow ] ]
weather	Any chance of tornados tomorrow?	[IN:GET_WEATHER Any chance of [SL:WEATHER_ATTRIBUTE tornados ] [SL:DATE_TIME tomorrow ] ? ]
weather	How hot will it get today?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will it get [SL:DATE_TIME today ] ? ]
weather	Is today a pants or shorts kind of weather day?	[IN:GET_WEATHER Is [SL:DATE_TIME today ] a [SL:WEATHER_ATTRIBUTE pants ] or [SL:WEATHER_ATTRIBUTE shorts ] kind of weather day ? ]
weather	Do I need my rain boots?	[IN:GET_WEATHER Do I need my [SL:WEATHER_ATTRIBUTE rain boots ] ? ]
weather	What time is sunset on friday	[IN:GET_SUNSET What time is sunset [SL:DATE_TIME on friday ] ]
weather	Do I need to bring my rain coat with me today?	[IN:GET_WEATHER Do I need to bring my [SL:WEATHER_ATTRIBUTE rain coat ] with me [SL:DATE_TIME today ] ? ]
weather	how is the weather in clearwater tomorrow	[IN:GET_WEATHER how is the weather in [SL:LOCATION clearwater ] [SL:DATE_TIME tomorrow ] ]
