domain	utterance	semantic_parse
timer	Timer pause	[IN:PAUSE_TIMER [SL:METHOD_TIMER Timer ] pause ]
timer	Cancel the timer for the tacos	[IN:DELETE_TIMER Cancel the [SL:METHOD_TIMER timer ] for the tacos ]
timer	Tell me how much time I have left on timer.	[IN:GET_TIMER Tell me how much [SL:METHOD_TIMER time ] I have left on [SL:METHOD_TIMER timer ] . ]
timer	Set my timer	[IN:CREATE_TIMER Set my [SL:METHOD_TIMER timer ] ]
timer	set a timer for one minute while I wash my hands	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for one minute ] while I wash my hands ]
timer	Resume morning cardio timer.	[IN:RESUME_TIMER Resume morning cardio [SL:METHOD_TIMER timer ] . ]
timer	How much longer on my timer?	[IN:GET_TIMER How much longer on my [SL:METHOD_TIMER timer ] ? ]
timer	Start timing in five minutes	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timing ] [SL:DATE_TIME in five minutes ] ]
timer	add 20 seconds to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 20 seconds ] to the [SL:METHOD_TIMER timer ] ]
timer	Pause the timer.	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] . ]
timer	Can you pause the timer please?	[IN:PAUSE_TIMER Can you pause the [SL:METHOD_TIMER timer ] please ? ]
timer	Cancel all timers for today only.	[IN:DELETE_TIMER Cancel [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] for today only . ]
timer	Start a timer for 2 hours 15 minutes.	[IN:CREATE_TIMER Start a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 2 hours 15 minutes ] . ]
timer	how much time is left on timer 2	[IN:GET_TIMER how much time is left on [SL:METHOD_TIMER timer ] 2 ]
timer	How much time until the timer goes off?	[IN:GET_TIMER How much time until the [SL:METHOD_TIMER timer ] goes off ? ]
timer	set the timer for 30 min	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 min ] ]
timer	When does my timer start?	[IN:GET_TIMER When does my [SL:METHOD_TIMER timer ] start ? ]
timer	Stop all timers	[IN:PAUSE_TIMER Stop [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] ]
timer	resume timer and add 5 minutes to it	[IN:RESUME_TIMER resume [SL:METHOD_TIMER timer ] and add 5 minutes to it ]
timer	How long is the timer set for	[IN:GET_TIMER How long is the [SL:METHOD_TIMER timer ] set for ]
timer	Change timer to last 5 minutes	[IN:UPDATE_TIMER Change [SL:METHOD_TIMER timer ] to [SL:ORDINAL last ] [SL:DATE_TIME 5 minutes ] ]
timer	Set a timer for the next 20 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for the next 20 minutes ] ]
timer	add 4 minutes to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 4 minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Add additional time to timer.	[IN:ADD_TIME_TIMER Add additional time to [SL:METHOD_TIMER timer ] . ]
timer	start my walking timer	[IN:CREATE_TIMER start my [SL:TIMER_NAME walking ] [SL:METHOD_TIMER timer ] ]
timer	how much time left on timer?	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] left on [SL:METHOD_TIMER timer ] ? ]
timer	what is left on timer	[IN:GET_TIMER what is left on [SL:METHOD_TIMER timer ] ]
timer	Delete all my timers set	[IN:DELETE_TIMER Delete [SL:AMOUNT all ] my [SL:METHOD_TIMER timers ] set ]
timer	What timers are saved	[IN:GET_TIMER What [SL:METHOD_TIMER timers ] are saved ]
timer	Start the 20 minute timer in five minutes.	[IN:CREATE_TIMER Start [SL:DATE_TIME the 20 minute ] timer [SL:DATE_TIME in five minutes ] . ]
timer	resume current timer.	[IN:RESUME_TIMER resume current [SL:METHOD_TIMER timer ] . ]
timer	set a one minute timer for planks	[IN:CREATE_TIMER set a [SL:DATE_TIME one minute ] [SL:METHOD_TIMER timer ] for planks ]
timer	countdown from 1 minute	[IN:CREATE_TIMER [SL:METHOD_TIMER countdown ] [SL:DATE_TIME from 1 minute ] ]
timer	how much time left on my timer	[IN:GET_TIMER how much time left on my [SL:METHOD_TIMER timer ] ]
timer	set the timer for 20 mins	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 mins ] ]
timer	Setting the timer for 60 minutes so my son can take a nap.	[IN:CREATE_TIMER Setting the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 60 minutes ] so my son can take a nap . ]
timer	do I have 20 minutes left on my timer	[IN:GET_TIMER do I have [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 20 minutes ] ] ] left on my [SL:METHOD_TIMER timer ] ]
timer	Reduce timer by half	[IN:SUBTRACT_TIME_TIMER Reduce [SL:METHOD_TIMER timer ] [SL:DATE_TIME by half ] ]
timer	Delete the current timer	[IN:DELETE_TIMER Delete the current [SL:METHOD_TIMER timer ] ]
timer	Stop the timer and start a new one with 5 minutes.	[IN:PAUSE_TIMER Stop the [SL:METHOD_TIMER timer ] and start a new one with 5 minutes . ]
timer	Cancel all timers.	[IN:DELETE_TIMER Cancel [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] . ]
timer	Reset the timer to 0.	[IN:RESTART_TIMER Reset the [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 0 ] . ]
timer	start the timer	[IN:CREATE_TIMER start the [SL:METHOD_TIMER timer ] ]
timer	is my timer almost done?	[IN:GET_TIMER is my [SL:METHOD_TIMER timer ] almost done ? ]
timer	Pause timer	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] ]
timer	how many mins do I have left on the timer ?	[IN:GET_TIMER how many mins do I have left on the [SL:METHOD_TIMER timer ] ? ]
timer	Pause the timer	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] ]
timer	remove 1 minute from my timer	[IN:SUBTRACT_TIME_TIMER remove [SL:DATE_TIME 1 minute ] from my [SL:METHOD_TIMER timer ] ]
timer	Set a timer for 18 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 18 minutes ] ]
timer	What's the status of my timers?	[IN:GET_TIMER What 's the status of my [SL:METHOD_TIMER timers ] ? ]
timer	how much time is left	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ]
timer	restart the 10 min timer now	[IN:RESTART_TIMER restart the [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 10 min ] ] ] [SL:METHOD_TIMER timer ] now ]
timer	Pause timer	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] ]
timer	Pause the timer, please.	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] , please . ]
timer	Set a timer for 15 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	Set a 15 minute timer for cleaning toy room	[IN:CREATE_TIMER Set a [SL:DATE_TIME 15 minute ] [SL:METHOD_TIMER timer ] for cleaning toy room ]
timer	Set a timer of 1 hour before i start running.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] of [SL:DATE_TIME 1 hour ] before i start running . ]
timer	set the timer for 20 minutes	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] ]
timer	start a 90 second countdown	[IN:CREATE_TIMER start a [SL:DATE_TIME 90 second ] [SL:METHOD_TIMER countdown ] ]
timer	Reduce 1 minute on my timer.	[IN:UPDATE_TIMER Reduce [SL:DATE_TIME 1 minute ] on my [SL:METHOD_TIMER timer ] . ]
timer	What timers did I set last year	[IN:GET_TIMER What [SL:METHOD_TIMER timers ] did I set [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME last year ] ] ] ]
timer	put timer for 10 minutes	[IN:CREATE_TIMER put [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	How much time is left on my timer	[IN:GET_TIMER How much time is left on my [SL:METHOD_TIMER timer ] ]
timer	Set the timer for 5am.	[IN:CREATE_TIMER Set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 am ] . ]
timer	How much time is left on the timer?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left on the [SL:METHOD_TIMER timer ] ? ]
timer	Cancel timer, I'm done	[IN:PAUSE_TIMER Cancel [SL:METHOD_TIMER timer ] , I'm done ]
timer	Set a timer for 10 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	How much time is left?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left ? ]
timer	Cancel current timer	[IN:DELETE_TIMER Cancel current [SL:METHOD_TIMER timer ] ]
timer	Cancel the timer	[IN:DELETE_TIMER Cancel the [SL:METHOD_TIMER timer ] ]
timer	cancel the timer and set a new one for 17 minutes	[IN:DELETE_TIMER cancel the [SL:METHOD_TIMER timer ] and set a new one for 17 minutes ]
timer	How much time did i go over the timer	[IN:GET_TIMER How much time did i go over the [SL:METHOD_TIMER timer ] ]
timer	set my timer for tomorrow	[IN:CREATE_TIMER set my [SL:METHOD_TIMER timer ] [SL:DATE_TIME for tomorrow ] ]
timer	Add 5 minutes to my existing timer.	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 5 minutes ] to my existing [SL:METHOD_TIMER timer ] . ]
timer	how much time left on timer?	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] left on [SL:METHOD_TIMER timer ] ? ]
timer	Can you please set the timer for 20 minutes? I am going to exercise.	[IN:CREATE_TIMER Can you please set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] ? I am going to exercise . ]
timer	After timer ends reset it for 12 minutes	[IN:RESTART_TIMER After [SL:METHOD_TIMER timer ] ends reset it [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME for 12 minutes ] ] ] ]
timer	Turn off timer.	[IN:PAUSE_TIMER Turn off [SL:METHOD_TIMER timer ] . ]
timer	Please resume the timer	[IN:RESUME_TIMER Please resume the [SL:METHOD_TIMER timer ] ]
timer	Add 5 minutes to timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 5 minutes ] to [SL:METHOD_TIMER timer ] ]
timer	At 10:00 AM, set my time for 15 minutes.	[IN:CREATE_TIMER [SL:DATE_TIME At 10 : 00 AM ] , set my [SL:METHOD_TIMER time ] [SL:DATE_TIME for 15 minutes ] . ]
timer	reinstate timer for test	[IN:RESUME_TIMER reinstate [SL:METHOD_TIMER timer ] for test ]
timer	Can you set a timer that will go off in exactly one hour?	[IN:CREATE_TIMER Can you set a [SL:METHOD_TIMER timer ] that will go off in exactly [SL:DATE_TIME one hour ] ? ]
timer	Clear the timer please.	[IN:DELETE_TIMER Clear the [SL:METHOD_TIMER timer ] please . ]
timer	please pause the timer	[IN:PAUSE_TIMER please pause the [SL:METHOD_TIMER timer ] ]
timer	Cancel timer	[IN:DELETE_TIMER Cancel [SL:METHOD_TIMER timer ] ]
timer	how many minutes do I have left on timer	[IN:GET_TIMER how many minutes do I have left on [SL:METHOD_TIMER timer ] ]
timer	how much time is left	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ]
timer	show all timers left	[IN:GET_TIMER show [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] left ]
timer	new timer for 15 minutes	[IN:CREATE_TIMER new [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	add two minutes to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME two minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Restart the timer	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] ]
timer	Restart the timer	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] ]
timer	Set my timer for 30 seconds	[IN:CREATE_TIMER Set my [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 seconds ] ]
timer	start new timer	[IN:CREATE_TIMER start new [SL:METHOD_TIMER timer ] ]
timer	add 10 minutes to this timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 10 minutes ] to this [SL:METHOD_TIMER timer ] ]
timer	discontinue the law and order timer	[IN:DELETE_TIMER discontinue the law and order [SL:METHOD_TIMER timer ] ]
timer	stop this timer	[IN:PAUSE_TIMER stop this [SL:METHOD_TIMER timer ] ]
timer	set 5 minute timer	[IN:CREATE_TIMER set [SL:DATE_TIME 5 minute ] [SL:METHOD_TIMER timer ] ]
timer	new timer	[IN:CREATE_TIMER new [SL:METHOD_TIMER timer ] ]
timer	Clear all timers	[IN:DELETE_TIMER Clear [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] ]
timer	Restart the timer	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] ]
timer	put timer on pause	[IN:PAUSE_TIMER put [SL:METHOD_TIMER timer ] on pause ]
timer	Pause the timer please	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] please ]
timer	how much time is left?	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ? ]
timer	Create timer for 20 minutes`	[IN:CREATE_TIMER Create [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] ` ]
timer	Is my timer still going?	[IN:GET_TIMER Is my [SL:METHOD_TIMER timer ] still going ? ]
timer	Set a timer for one hour.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for one hour ] . ]
timer	How much time is left on my timer	[IN:GET_TIMER How much time is left on my [SL:METHOD_TIMER timer ] ]
timer	Set a timer for 6 am	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 6 am ] ]
timer	Add ten minutes to the timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME ten minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	start timer now	[IN:CREATE_TIMER start [SL:METHOD_TIMER timer ] now ]
timer	Cancel timer group shower and shave	[IN:DELETE_TIMER Cancel [SL:METHOD_TIMER timer ] group shower and shave ]
timer	stop the timer	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]
timer	do I still have 10 minutes on my timer	[IN:GET_TIMER do I still have 10 minutes on my [SL:METHOD_TIMER timer ] ]
timer	pause my next three timers	[IN:PAUSE_TIMER pause my [SL:ORDINAL next ] three [SL:METHOD_TIMER timers ] ]
timer	Start timer now	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] now ]
timer	start timer in exactly ten minutes	[IN:CREATE_TIMER start [SL:METHOD_TIMER timer ] in exactly [SL:DATE_TIME ten minutes ] ]
timer	Delete most recent timer	[IN:DELETE_TIMER Delete most recent [SL:METHOD_TIMER timer ] ]
timer	Do I have any time left on the timer?	[IN:GET_TIMER Do I have any time left on the [SL:METHOD_TIMER timer ] ? ]
timer	Set a timer for 1 hour.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] . ]
timer	pause timer	[IN:PAUSE_TIMER pause [SL:METHOD_TIMER timer ] ]
timer	time my run for 20 minutes	[IN:CREATE_TIMER [SL:METHOD_TIMER time ] my run [SL:DATE_TIME for 20 minutes ] ]
timer	stop timer	[IN:PAUSE_TIMER stop [SL:METHOD_TIMER timer ] ]
timer	set timer for 35 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 35 minutes ] ]
timer	how much time is left on my timer	[IN:GET_TIMER how much time is left on my [SL:METHOD_TIMER timer ] ]
timer	Set timer for 10 minutes	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	Stop timer	[IN:PAUSE_TIMER Stop [SL:METHOD_TIMER timer ] ]
timer	end time	[IN:DELETE_TIMER end [SL:METHOD_TIMER time ] ]
timer	Set timer for 1 hour 20 min	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour 20 min ] ]
timer	how much time is left on the timer?	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left on the [SL:METHOD_TIMER timer ] ? ]
timer	new weekend timer	[IN:CREATE_TIMER new [SL:TIMER_NAME weekend ] [SL:METHOD_TIMER timer ] ]
timer	Pause time out timer	[IN:PAUSE_TIMER Pause time out [SL:METHOD_TIMER timer ] ]
timer	start a timer	[IN:CREATE_TIMER start a [SL:METHOD_TIMER timer ] ]
timer	I will set the timer of my cellphone to 30 minutes before the quiz	[IN:CREATE_TIMER I will set the [SL:METHOD_TIMER timer ] of my cellphone [SL:DATE_TIME to 30 minutes ] before the quiz ]
timer	stop the timer please	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] please ]
timer	start a lap timer	[IN:CREATE_TIMER start a [SL:TIMER_NAME lap ] [SL:METHOD_TIMER timer ] ]
timer	Resume the timer	[IN:RESUME_TIMER Resume the [SL:METHOD_TIMER timer ] ]
timer	Set a timer for 10 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	Change existing timer for workout to 1 hr and 50 mins	[IN:UPDATE_TIMER Change existing [SL:METHOD_TIMER timer ] for workout [SL:DATE_TIME to 1 hr and 50 mins ] ]
timer	reset timer to 20 minutes	[IN:RESTART_TIMER reset [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 20 minutes ] ]
timer	set a timer for 15 minutes	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	Stop the timer, I am finished	[IN:PAUSE_TIMER Stop the [SL:METHOD_TIMER timer ] , I am finished ]
timer	restart timer	[IN:RESTART_TIMER restart [SL:METHOD_TIMER timer ] ]
timer	stop timer.	[IN:PAUSE_TIMER stop [SL:METHOD_TIMER timer ] . ]
timer	set timer for 10 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	Remove the timer for the chicken.	[IN:DELETE_TIMER Remove the [SL:METHOD_TIMER timer ] for the chicken . ]
timer	change timer to 5 min	[IN:UPDATE_TIMER change [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 5 min ] ]
timer	how much left is on the timer	[IN:GET_TIMER how much left is on the [SL:METHOD_TIMER timer ] ]
timer	Pause timer	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] ]
timer	Add 50 minutes to the first timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 50 minutes ] to the [SL:ORDINAL first ] [SL:METHOD_TIMER timer ] ]
timer	add 15 minutes to my timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 15 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	Reset timer back to 5 minutes	[IN:RESTART_TIMER Reset [SL:METHOD_TIMER timer ] back [SL:DATE_TIME to 5 minutes ] ]
timer	set a 1 hour timer for my roast to cook.	[IN:CREATE_TIMER set a [SL:DATE_TIME 1 hour ] [SL:METHOD_TIMER timer ] for my [SL:TIMER_NAME roast to cook ] . ]
timer	take off 5 min from my timer	[IN:SUBTRACT_TIME_TIMER take off [SL:DATE_TIME 5 min ] from my [SL:METHOD_TIMER timer ] ]
timer	Check for current timers	[IN:GET_TIMER Check for current [SL:METHOD_TIMER timers ] ]
timer	Add 5 minutes to the timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 5 minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Start timer in 10 seconds	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] [SL:DATE_TIME in 10 seconds ] ]
timer	Delete timer.	[IN:DELETE_TIMER Delete [SL:METHOD_TIMER timer ] . ]
timer	Add 5 minutes to the baking timer.	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 5 minutes ] to the baking [SL:METHOD_TIMER timer ] . ]
timer	Stop the timer	[IN:PAUSE_TIMER Stop the [SL:METHOD_TIMER timer ] ]
timer	Delete the time left on the timer	[IN:DELETE_TIMER Delete the time left on the [SL:METHOD_TIMER timer ] ]
timer	How much time is left on my timer?	[IN:GET_TIMER How much time is left on my [SL:METHOD_TIMER timer ] ? ]
timer	Pull up existing timer Biking and change the timer to 2 hrs and 10 mins	[IN:UPDATE_TIMER Pull up existing timer Biking and change the [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 2 hrs and 10 mins ] ]
timer	Reset timer crossword	[IN:RESTART_TIMER Reset [SL:METHOD_TIMER timer ] crossword ]
timer	How much time is left on the timer	[IN:GET_TIMER How much time is left on the [SL:METHOD_TIMER timer ] ]
timer	how much time is left	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ]
timer	Set timer for one hour and one minute	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for one hour and one minute ] ]
timer	Set a timer for 20 minutes.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] . ]
timer	stop and restart timer	[IN:PAUSE_TIMER stop and restart [SL:METHOD_TIMER timer ] ]
timer	set timer to record on Monday at 10am	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] to record [SL:DATE_TIME on Monday at 10 am ] ]
timer	how much time is left	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ]
timer	Set a timer for 5 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]
timer	Begin my timer	[IN:CREATE_TIMER Begin my [SL:METHOD_TIMER timer ] ]
timer	halt timer	[IN:PAUSE_TIMER halt [SL:METHOD_TIMER timer ] ]
timer	Add ten more minutes	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME ten more minutes ] ]
timer	set the timer for 55 minutes	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 55 minutes ] ]
timer	How much time is left?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left ? ]
timer	How much time left on my timer?	[IN:GET_TIMER How much time left on my [SL:METHOD_TIMER timer ] ? ]
timer	reset the timer	[IN:RESTART_TIMER reset the [SL:METHOD_TIMER timer ] ]
timer	add 40 minutes to my timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 40 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	start timer in 1 minute	[IN:CREATE_TIMER start [SL:METHOD_TIMER timer ] [SL:DATE_TIME in 1 minute ] ]
timer	how much time is left on my timer?	[IN:GET_TIMER how much time is left on my [SL:METHOD_TIMER timer ] ? ]
timer	Resume timer	[IN:RESUME_TIMER Resume [SL:METHOD_TIMER timer ] ]
timer	resume timer	[IN:RESUME_TIMER resume [SL:METHOD_TIMER timer ] ]
timer	extend my timer for 40 minutes	[IN:ADD_TIME_TIMER extend my [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 40 minutes ] ]
timer	Can I add 5 more minutes to my timer?	[IN:ADD_TIME_TIMER Can I add [SL:DATE_TIME 5 more minutes ] to my [SL:METHOD_TIMER timer ] ? ]
timer	Set a time for 15 minutes from now	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER time ] [SL:DATE_TIME for 15 minutes ] from now ]
timer	Set a timer for 2 hours	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 2 hours ] ]
timer	start over jogging timer	[IN:RESTART_TIMER start over [SL:TIMER_NAME jogging ] [SL:METHOD_TIMER timer ] ]
timer	How much time is left on the timer	[IN:GET_TIMER How much time is left on the [SL:METHOD_TIMER timer ] ]
timer	how much time is left on cooking timer	[IN:GET_TIMER how much time is left on cooking [SL:METHOD_TIMER timer ] ]
timer	View timer.	[IN:GET_TIMER View [SL:METHOD_TIMER timer ] . ]
timer	Turn on timer for running workout	[IN:CREATE_TIMER Turn on [SL:METHOD_TIMER timer ] for [SL:TIMER_NAME running workout ] ]
timer	Restart my timer	[IN:RESTART_TIMER Restart my [SL:METHOD_TIMER timer ] ]
timer	pause my timer	[IN:PAUSE_TIMER pause my [SL:METHOD_TIMER timer ] ]
timer	Set 5 minute timer to start tomorrow at noon	[IN:CREATE_TIMER Set [SL:DATE_TIME 5 minute ] [SL:METHOD_TIMER timer ] to start [SL:DATE_TIME tomorrow at noon ] ]
timer	Pause my gym timer.	[IN:PAUSE_TIMER Pause my gym [SL:METHOD_TIMER timer ] . ]
timer	Reset the timer	[IN:RESTART_TIMER Reset the [SL:METHOD_TIMER timer ] ]
timer	pause work out timer	[IN:PAUSE_TIMER pause work out [SL:METHOD_TIMER timer ] ]
timer	cancel timer	[IN:DELETE_TIMER cancel [SL:METHOD_TIMER timer ] ]
timer	Alert me when 2 minutes are left.	[IN:GET_TIMER Alert me when [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 2 minutes ] ] ] are left . ]
timer	How much time do I left on my timer?	[IN:GET_TIMER How much time do I left on my [SL:METHOD_TIMER timer ] ? ]
timer	Set timer for 50 minutes and pause	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 50 minutes ] and pause ]
timer	Set a timer for 60 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 60 minutes ] ]
timer	Set time to start in 35 seconds	[IN:CREATE_TIMER Set [SL:METHOD_TIMER time ] to start [SL:DATE_TIME in 35 seconds ] ]
timer	Please restart my timer	[IN:RESTART_TIMER Please restart my [SL:METHOD_TIMER timer ] ]
timer	Timer on	[IN:CREATE_TIMER [SL:METHOD_TIMER Timer ] on ]
timer	Add 10 minutes to my timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	Turn off timer	[IN:PAUSE_TIMER Turn off [SL:METHOD_TIMER timer ] ]
timer	pause my timer	[IN:PAUSE_TIMER pause my [SL:METHOD_TIMER timer ] ]
timer	set time for 30 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER time ] [SL:DATE_TIME for 30 minutes ] ]
timer	How much time until I have to arise?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] until I have to arise ? ]
timer	How many minutes are left on the timer?	[IN:GET_TIMER How many minutes are left on the [SL:METHOD_TIMER timer ] ? ]
timer	start a timer for 1 hour	[IN:CREATE_TIMER start a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] ]
timer	Set a timer for 15 minutes.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] . ]
timer	please set a timer for 3 minutes	[IN:CREATE_TIMER please set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 3 minutes ] ]
timer	Please start my timer	[IN:CREATE_TIMER Please start my [SL:METHOD_TIMER timer ] ]
timer	Add a timer for 5 minutes	[IN:CREATE_TIMER Add a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]
timer	Start the timer again.	[IN:CREATE_TIMER Start the [SL:METHOD_TIMER timer ] again . ]
timer	You can cancel that timer.	[IN:DELETE_TIMER You can cancel that [SL:METHOD_TIMER timer ] . ]
timer	add 35 minutes to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 35 minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Pause timer	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] ]
timer	is there a timer for dinner	[IN:GET_TIMER is there a [SL:METHOD_TIMER timer ] for dinner ]
timer	set a laundry timer for 1 hour	[IN:CREATE_TIMER set a laundry [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] ]
timer	Show status of timer	[IN:GET_TIMER Show status of [SL:METHOD_TIMER timer ] ]
timer	reset my current timer	[IN:RESTART_TIMER reset my current [SL:METHOD_TIMER timer ] ]
timer	reset the timer	[IN:RESTART_TIMER reset the [SL:METHOD_TIMER timer ] ]
